nbObjets 1890
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 16 16 12 9 486 5 1 4 140
1 8 16 12 9 492 5 24 50 180
2 5 16 12 9 457 5 50 53 110
3 9 8 6 5 432 3 71 74 80
4 8 16 12 9 533 5 19 24 160
5 4 12 10 11 532 2 59 59 170
6 9 8 6 5 437 3 65 68 80
7 6 12 10 2 22 2 26 52 350
8 3 12 10 9 408 4 50 50 120
9 13 12 10 8 1153 1 54 59 210
10 9 7 5 4 474 6 65 68 60
11 8 16 12 9 374 5 50 53 90
12 10 12 10 8 1175 1 9 12 200
13 14 7 5 4 303 6 60 65 180
14 9 8 6 5 438 3 53 58 90
15 9 8 6 5 428 3 53 58 80
16 1 12 8 3 138 9 65 68 330
17 9 7 5 4 144 6 16 19 40
18 13 8 6 5 437 3 23 26 80
19 13 12 10 8 1683 1 58 61 280
20 9 8 6 5 438 3 9 12 80
21 5 16 12 9 467 5 12 17 190
22 8 16 12 9 492 5 71 74 180
23 13 8 6 5 397 3 18 23 80
24 1 8 6 5 392 7 9 12 280
25 17 16 12 9 486 5 12 17 140
26 9 8 6 5 433 3 17 22 70
27 5 16 12 9 523 5 60 65 150
28 6 12 10 10 178 2 10 10 270
29 17 16 12 9 403 5 51 54 100
30 9 8 6 5 432 3 67 72 80
31 18 12 10 4 94 2 54 59 300
32 9 8 6 5 437 3 59 64 80
33 5 16 12 9 453 5 19 24 110
34 13 8 6 5 437 3 58 61 80
35 9 8 6 5 437 3 8 11 80
36 9 8 6 5 437 3 12 17 80
37 17 16 12 9 486 5 65 68 140
38 4 12 10 11 596 2 64 64 290
39 9 7 5 4 204 6 23 26 40
40 19 16 12 9 142 5 16 19 160
41 17 16 12 9 403 5 19 24 100
42 16 16 12 9 486 5 24 50 140
43 9 7 5 4 144 6 52 57 40
44 5 16 12 9 523 5 50 53 150
45 8 16 12 9 374 5 16 19 90
46 10 12 10 8 1175 1 12 17 200
47 13 12 10 8 1153 1 16 19 210
48 9 7 5 4 285 6 15 18 80
49 13 12 10 8 1153 1 11 16 210
50 13 12 10 8 1153 1 51 54 210
51 1 12 8 7 397 9 58 61 780
52 17 16 12 9 486 5 58 61 140
53 13 8 6 5 397 3 50 53 80
54 9 8 6 5 437 3 23 26 80
55 9 8 6 5 436 3 15 18 80
56 16 12 10 9 454 4 72 75 250
57 13 12 10 8 1233 1 57 60 240
58 16 16 12 9 486 5 3 8 140
59 9 8 6 5 428 3 17 22 80
60 2 12 10 8 1645 1 58 61 170
61 13 8 6 5 437 3 12 17 80
62 10 12 10 8 1360 1 23 26 260
63 14 7 5 4 303 6 18 23 180
64 2 12 10 8 1302 1 23 26 120
65 13 12 10 8 1207 1 22 25 240
66 9 8 6 5 428 3 64 67 80
67 13 8 6 5 397 3 60 65 80
68 10 12 10 8 1175 1 25 51 200
69 13 12 10 8 1606 1 24 50 280
70 9 8 6 5 436 3 26 52 90
71 9 8 6 5 438 3 10 15 90
72 1 8 6 11 130 7 65 68 290
73 13 12 10 8 1233 1 9 12 240
74 18 12 10 5 119 2 17 22 360
75 18 12 10 4 94 2 68 73 300
76 9 8 6 5 433 3 15 18 80
77 2 12 10 8 1302 1 65 68 120
78 1 8 6 3 78 7 9 12 480
79 9 7 5 4 144 6 17 22 40
80 9 8 6 5 428 3 24 50 80
81 1 8 6 3 78 7 51 54 480
82 13 12 10 8 1153 1 53 58 210
83 8 16 12 9 374 5 4 9 90
84 8 16 12 9 374 5 18 23 90
85 17 16 12 9 407 5 22 25 90
86 9 8 6 5 432 3 61 66 80
87 9 8 6 5 437 3 17 22 80
88 19 16 12 9 412 5 12 17 100
89 13 12 10 8 1606 1 25 51 280
90 9 8 6 5 437 3 58 61 80
91 5 16 12 9 453 5 61 66 110
92 9 8 6 5 438 3 73 78 80
93 6 12 10 9 182 4 23 26 40
94 17 16 12 9 486 5 23 26 140
95 13 12 10 8 1153 1 15 18 210
96 9 7 5 4 204 6 65 68 40
97 5 16 12 9 523 5 66 71 150
98 13 12 10 8 1207 1 68 73 240
99 17 16 12 9 403 5 61 66 100
100 5 16 12 9 467 5 58 61 190
101 9 7 5 4 474 6 58 61 60
102 9 8 6 5 436 3 5 10 90
103 1 12 8 7 397 9 23 26 780
104 5 12 10 9 463 4 23 26 230
105 4 12 10 11 532 2 66 66 170
