nbObjets 4020
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 16 12 10 10 219 6 10 16 500
1 78 12 10 11 597 13 54 59 4470
2 18 12 10 9 387 8 60 65 1100
3 54 12 10 11 304 6 51 53 850
4 47 12 10 11 209 6 58 65 18690
5 25 12 8 9 668 14 66 71 1190
6 57 12 10 11 261 6 67 71 390
7 57 12 10 9 422 8 24 26 660
8 35 12 10 11 156 6 15 19 230
9 82 12 10 11 307 6 18 23 9650
10 35 12 10 9 186 8 57 61 80
11 8 12 10 13 793 4 15 17 520
12 80 12 10 11 219 6 18 23 640
13 85 12 10 9 248 13 54 59 970
14 30 12 10 4 335 6 22 26 1090
15 57 12 10 9 381 8 22 24 560
16 71 12 10 9 212 8 15 18 90
17 69 12 10 5 308 6 8 12 380
18 35 12 10 11 156 6 57 61 240
19 75 12 10 9 1026 8 45 47 220
20 78 12 10 10 218 13 12 17 760
21 35 12 10 3 26 6 57 61 380
22 33 12 10 2 128 6 1 4 180
23 28 12 10 10 159 6 25 45 990
24 46 12 10 9 464 8 57 60 360
25 76 7 5 4 386 11 16 18 90
26 54 12 10 4 295 13 5 9 7300
27 75 12 10 9 984 8 12 16 260
28 21 12 10 8 1444 1 52 57 290
29 54 12 10 11 347 6 5 9 1680
30 78 12 10 11 597 13 17 22 4470
31 91 12 10 11 191 6 57 64 2340
32 15 12 10 3 72 6 64 66 6960
33 75 12 10 9 1109 8 50 52 310
34 87 12 10 11 516 6 59 64 6470
35 35 12 10 6 159 6 1 5 560
36 66 12 10 9 305 8 52 54 970
37 30 12 10 2 166 6 50 54 750
38 43 11 9 8 181 15 18 22 120
39 77 12 10 8 1466 1 61 65 280
40 7 12 10 13 793 4 17 17 480
41 20 12 10 10 720 2 4 8 300
42 43 12 10 11 341 6 67 71 190
43 78 12 10 11 597 13 45 50 4470
44 42 12 10 6 515 6 23 25 300
45 57 12 10 9 378 8 67 71 470
46 84 12 10 9 548 8 5 10 1150
