nbObjets 14568
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 14 23 13 10 871 32 8 13 720
1 97 7 5 4 75 39 22 27 60
2 79 16 12 7 185 36 74 77 570
3 74 12 10 11 636 15 68 74 840
4 43 16 12 8 608 9 74 77 1800
5 131 12 10 11 411 15 27 60 480
6 14 23 13 10 865 32 11 15 720
7 28 12 10 7 683 20 29 62 180
8 143 12 10 11 116 15 71 76 150
9 113 12 10 3 23 40 82 85 1710
10 65 7 5 4 103 39 62 67 60
11 14 11 10 7 306 1 68 71 180
12 139 22 9 5 816 44 25 28 510
13 71 19 12 14 593 22 21 26 990
14 154 16 12 9 457 36 60 63 240
15 97 7 5 4 111 39 68 71 90
16 69 7 5 4 146 39 29 62 90
17 20 7 5 4 162 39 8 13 240
18 143 12 10 11 109 15 7 12 150
19 93 19 12 13 277 23 76 83 480
20 137 12 10 11 181 15 7 12 420
21 28 7 5 4 351 39 12 18 120
22 28 12 10 7 671 20 15 20 270
23 111 12 10 9 732 20 26 61 1170
24 138 12 10 9 454 20 20 27 240
25 65 12 10 9 372 20 67 70 90
26 134 12 10 10 131 15 25 28 450
27 128 12 10 9 196 20 64 70 270
28 50 12 10 9 160 20 19 22 90
29 143 12 10 11 115 15 15 20 120
30 131 12 10 3 78 15 67 70 90
31 100 12 10 10 108 15 67 74 1710
32 69 12 10 7 266 20 82 86 120
33 95 12 10 9 192 20 11 15 180
34 82 19 12 7 304 4 26 29 1080
35 3 12 10 3 96 15 71 78 1350
36 114 12 10 14 236 6 64 69 240
37 143 16 12 9 197 36 13 19 90
38 14 23 13 10 826 32 67 70 720
39 133 12 10 9 228 20 21 26 150
40 93 19 12 13 272 23 18 25 60
41 116 12 10 3 154 15 22 27 840
42 139 12 10 9 334 20 67 70 150
43 143 12 10 11 109 15 15 20 150
44 53 12 10 4 39 40 6 13 6390
45 67 7 5 4 99 39 82 85 60
46 98 7 5 4 84 39 61 64 60
47 1 20 13 11 158 26 29 62 60
48 28 7 5 4 137 39 22 27 60
49 65 16 12 9 285 36 12 18 180
50 61 12 10 9 455 20 7 12 240
51 131 12 10 3 136 15 6 11 750
52 107 16 12 9 238 36 6 11 1020
53 131 12 10 11 464 15 6 11 690
54 30 7 5 4 73 39 63 69 60
55 27 12 10 5 203 15 20 26 420
56 83 12 10 10 127 15 25 28 390
57 100 12 10 7 149 15 4 11 4680
58 98 7 5 4 62 39 28 61 30
59 84 12 10 16 150 40 26 26 720
60 14 11 10 7 420 1 71 76 300
61 94 12 10 9 161 20 82 85 120
62 15 32 8 9 186 28 82 85 180
63 25 12 10 3 80 15 78 83 1770
64 131 12 10 11 546 15 12 18 480
65 67 16 12 7 232 36 75 78 90
66 99 23 12 13 1339 12 67 70 570
67 3 12 10 11 500 15 68 75 510
68 69 7 5 4 146 39 68 71 90
69 67 7 5 4 70 39 63 68 120
70 27 12 10 9 503 20 27 61 180
71 28 7 5 4 375 39 20 25 120
72 143 12 10 11 115 15 26 29 120
