nbCamions 535
Id_truck Arrival_time Length Width Height Max_weight Cost
0 54 135 25 30 24000 1500
1 19 135 25 30 24000 1500
2 54 135 25 30 24000 1500
3 20 135 25 29 24000 1500
4 67 135 25 30 24000 1500
5 62 135 25 29 24000 1500
6 62 135 25 30 24000 1500
7 67 135 25 30 24000 1500
8 7 135 25 30 24000 1500
9 26 135 25 30 24000 1500
10 22 135 25 30 24000 1500
11 22 135 25 30 24000 1500
12 16 135 25 30 24000 1500
13 16 135 25 30 24000 1500
14 18 135 25 30 24000 1500
15 18 135 25 30 24000 1500
16 18 135 25 30 24000 1500
17 57 135 25 28 25000 1500
18 22 135 25 30 24000 1500
19 27 135 25 30 24000 1500
20 22 135 25 30 24000 1500
21 27 135 25 30 24000 1500
22 7 135 25 30 24000 1500
23 7 135 25 30 24000 1500
24 62 135 25 29 24000 1500
25 56 135 25 30 24000 1500
26 49 135 25 30 24000 1500
27 7 135 25 30 24000 1500
28 49 135 25 30 24000 1500
29 19 135 25 30 24000 1500
30 19 135 25 30 24000 1500
31 54 135 25 29 24000 1500
32 11 135 25 30 24000 1500
33 54 135 25 29 24000 1500
34 11 135 25 30 24000 1500
35 19 135 25 30 24000 1500
36 19 135 25 30 24000 1500
37 25 135 25 29 24000 1500
38 56 135 25 30 24000 1500
39 56 135 25 30 24000 1500
40 67 135 25 30 24000 1500
41 7 135 25 30 24000 1500
42 62 135 25 30 24000 1500
43 7 135 25 30 24000 1500
44 22 135 25 30 24000 1500
45 15 135 25 30 24000 1500
46 15 135 25 30 24000 1500
47 43 135 25 30 24000 1500
48 13 135 25 30 24000 1500
49 8 135 25 30 24000 1500
50 54 135 25 29 24000 1500
51 12 135 25 29 24500 1500
52 8 135 25 30 24000 1500
53 13 135 25 30 24000 1500
54 27 135 25 30 24000 1500
55 43 135 25 30 24000 1500
56 27 135 25 30 24000 1500
57 27 135 25 30 24000 1500
58 27 135 25 30 24000 1500
59 13 135 25 30 24000 1500
60 22 135 25 30 24000 1500
61 22 135 25 30 24000 1500
62 57 135 25 30 24000 1500
63 54 135 25 30 24500 1500
64 60 135 25 29 24000 1500
65 56 135 25 30 24000 1500
66 26 135 25 30 24000 1500
67 26 135 25 30 24000 1500
68 26 135 25 30 24000 1500
69 27 135 25 29 24000 1500
70 56 135 25 30 24000 1500
71 56 135 25 30 24000 1500
72 67 135 25 30 24000 1500
73 26 135 25 30 24000 1500
74 56 135 25 30 24000 1500
75 60 135 25 30 24000 1500
76 48 135 25 30 24000 1500
77 15 135 25 30 24000 1500
78 48 135 25 30 24000 1500
79 15 135 25 30 24000 1500
80 57 135 25 29 24000 1500
81 18 135 25 30 24000 1500
82 60 135 25 30 24000 1500
83 8 135 25 30 24000 1500
84 18 135 25 30 24000 1500
85 54 135 25 28 24000 1500
86 18 135 25 30 24000 1500
87 60 135 25 30 24000 1500
88 13 135 25 30 24000 1500
89 8 135 25 30 24000 1500
90 13 135 25 30 24000 1500
91 18 135 25 30 24000 1500
92 8 135 25 30 24000 1500
93 8 135 25 30 24000 1500
94 15 135 25 30 24000 1500
95 15 135 25 30 24000 1500
96 62 135 25 29 24000 1500
97 13 135 25 30 24000 1500
98 13 135 25 30 24000 1500
99 56 135 25 30 24000 1500
100 56 135 25 30 24000 1500
101 11 135 25 30 24000 1500
102 11 135 25 30 24000 1500
103 64 135 25 30 24000 1500
104 11 135 25 30 24000 1500
105 19 135 25 30 24000 1500
106 19 135 25 30 24000 1500
107 56 135 25 30 24500 1500
108 19 135 25 30 24000 1500
109 62 135 25 30 24000 1500
110 7 135 25 30 24000 1500
111 62 135 25 30 24000 1500
112 7 135 25 30 24000 1500
113 55 135 25 30 24000 1500
114 25 135 25 30 24000 1500
115 28 135 25 30 24000 1500
116 8 135 25 30 24000 1500
117 13 135 25 30 24000 1500
118 8 135 25 30 24000 1500
119 55 135 25 30 24000 1500
120 8 135 25 30 24000 1500
121 18 135 25 30 24000 1500
122 20 135 25 28 25000 1500
123 13 135 25 30 24000 1500
124 8 135 25 28 25000 1500
125 22 135 25 30 24000 1500
126 13 135 25 30 24000 1500
127 22 135 25 30 24000 1500
128 61 135 25 30 24000 1500
129 57 135 25 30 24000 1500
130 67 135 25 29 24000 1500
131 11 135 25 30 24000 1500
132 67 135 25 29 24000 1500
133 11 135 25 30 24000 1500
134 64 135 25 30 24000 1500
135 11 135 25 30 24000 1500
136 11 135 25 30 24000 1500
137 29 135 25 30 24000 1500
138 56 135 25 30 24000 1500
139 21 135 25 30 24000 1500
140 62 135 25 30 24000 1500
141 57 135 25 30 24000 1500
142 63 135 25 30 24000 1500
143 60 135 25 30 24000 1500
144 13 135 25 30 24000 1500
145 22 135 25 30 24000 1500
