nbObjets 7733
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 4 12 10 4 31 11 7 13 280
1 7 12 10 9 238 19 50 55 190
2 58 12 10 9 186 19 27 50 170
3 68 12 10 11 208 11 22 27 250
4 27 12 11 9 269 22 6 13 180
5 39 18 12 14 544 4 13 19 60
6 83 12 10 11 259 11 28 53 1110
7 54 8 6 5 119 13 63 68 20
8 15 12 10 9 240 19 6 11 110
9 81 12 10 9 243 19 70 75 870
10 66 12 10 9 80 26 54 57 10
11 54 12 10 9 314 19 21 26 60
12 81 12 10 9 249 19 56 61 390
13 68 12 10 11 208 11 28 53 250
14 41 12 10 5 120 11 56 61 1140
15 64 12 10 11 277 11 74 77 280
16 54 12 10 5 330 11 56 61 1340
17 91 11 11 5 72 37 54 57 30
18 44 12 10 9 776 19 67 70 360
19 7 12 10 9 210 19 69 74 100
20 37 12 10 9 253 19 70 76 50
21 27 18 11 8 320 9 67 74 70
22 7 12 10 9 157 19 67 70 40
23 22 12 10 10 158 11 63 68 360
24 88 22 14 9 1373 20 53 54 1870
25 61 11 9 3 53 41 53 56 790
26 49 12 10 9 236 19 67 70 160
27 77 12 10 9 462 19 69 74 50
28 88 22 14 8 958 20 28 29 1640
29 33 16 12 9 200 21 67 70 50
30 51 12 10 7 408 11 71 76 440
31 7 24 12 9 365 3 25 28 30
32 45 12 10 13 101 11 54 57 160
33 51 12 10 9 459 11 15 20 480
34 47 12 10 7 66 11 15 20 440
35 75 16 12 9 164 21 13 50 20
36 91 12 10 11 357 11 57 62 290
37 68 12 10 11 208 11 18 21 250
38 63 12 10 9 950 19 67 70 300
39 41 12 10 13 212 11 7 12 1040
40 35 12 10 9 316 19 6 13 60
41 88 22 14 8 958 20 22 25 1640
42 75 16 12 9 163 21 7 26 20
43 7 16 12 9 199 21 26 29 40
44 77 12 10 2 137 11 71 76 230
45 20 12 10 13 143 11 61 64 690
46 54 12 10 3 36 11 61 64 400
47 16 16 12 14 255 12 70 75 140
48 37 12 10 11 662 11 7 13 330
49 29 12 10 9 129 19 64 71 60
50 91 12 10 11 357 11 68 71 290
51 58 12 10 9 103 26 15 20 110
52 66 12 10 10 99 11 13 19 20
53 68 12 10 11 251 11 67 70 230
54 51 12 10 9 439 11 15 20 300
55 68 12 10 9 180 19 8 13 160
56 16 16 12 14 257 12 53 56 90
57 64 16 12 9 225 21 20 25 100
58 73 16 12 9 386 21 74 77 110
59 42 19 12 14 585 16 74 77 540
60 16 12 10 9 214 19 19 22 20
61 13 12 10 11 182 11 68 75 180
62 17 19 12 7 562 5 27 50 120
63 45 12 10 13 188 11 69 74 340
64 81 12 10 9 243 19 11 15 870
65 45 12 10 13 179 11 76 81 1520
66 47 12 10 10 140 11 11 15 180
67 16 12 10 9 230 19 20 25 60
68 26 12 10 14 171 11 74 78 660
69 54 7 5 4 63 28 27 50 10
70 22 12 10 10 158 11 56 61 360
71 75 16 12 7 149 21 61 77 20
72 58 12 10 9 103 26 62 67 100
73 88 22 14 8 958 20 75 76 1640
74 72 12 10 11 227 11 61 64 220
75 7 20 12 14 343 23 71 76 30
76 54 12 10 2 21 11 7 12 90
77 31 12 10 9 152 19 63 68 30
78 56 12 10 9 346 19 63 68 80
79 41 12 10 7 109 19 29 54 30
80 76 16 12 9 271 21 21 28 90
81 75 12 10 9 149 19 26 62 30
82 49 12 10 9 167 11 62 67 160
83 15 16 12 7 314 21 22 27 80
84 25 16 12 2 34 30 11 19 240
85 13 12 10 13 83 11 57 64 40
86 21 12 10 9 124 19 68 75 20
87 54 12 10 3 74 11 56 61 240
88 7 24 12 9 365 3 19 22 30
89 13 12 10 3 69 11 64 71 840
90 3 12 10 4 134 11 54 57 50
91 68 12 10 5 109 11 12 18 500
92 16 12 10 9 251 19 26 29 70
93 68 12 10 3 62 11 8 13 270
94 16 12 10 9 237 19 6 11 90
95 54 12 10 5 292 11 29 54 6290
96 47 12 10 13 107 11 56 61 90
97 68 12 10 5 110 11 12 18 480
98 39 12 10 7 248 19 21 26 80
99 7 16 12 9 200 21 25 28 50
100 15 16 14 9 307 18 64 69 50
101 37 12 10 7 204 19 7 13 50
102 15 16 12 7 314 21 50 55 80
103 15 16 12 7 314 21 76 81 80
104 7 12 10 9 238 19 11 15 190
105 19 11 11 10 292 39 67 70 690
106 3 12 10 10 363 11 5 8 150
107 17 19 12 7 562 5 62 67 120
108 66 12 10 10 93 11 61 64 40
109 17 19 12 7 562 5 22 27 120
110 17 19 12 7 562 5 28 53 120
111 15 12 10 9 240 19 53 56 110
112 58 12 10 9 103 26 74 77 110
113 5 12 10 9 253 19 57 62 390
114 39 12 10 7 248 19 56 61 80
115 54 12 10 3 92 11 26 29 230
116 49 12 10 9 236 19 67 70 160
117 75 16 12 9 178 21 53 69 40
