nbObjets 1672
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 12 7 5 4 81 5 46 49 20
1 12 7 5 4 96 5 16 17 30
2 7 12 10 9 577 3 9 10 70
3 4 14 12 11 278 7 52 53 150
4 12 7 5 4 100 5 4 7 10
5 8 14 12 14 179 2 50 51 100
6 12 16 12 9 1471 4 9 10 260
7 12 19 12 7 713 1 37 38 130
8 8 14 12 14 179 2 35 36 100
9 11 16 12 13 303 4 28 29 50
10 4 14 12 11 317 7 15 16 160
11 12 12 10 7 227 3 46 49 50
12 12 7 5 4 101 5 44 45 30
13 12 7 5 4 270 5 32 35 60
14 3 16 12 9 454 4 46 49 80
15 12 16 12 9 547 4 25 28 10
16 11 16 12 13 303 4 44 45 50
17 12 16 12 9 547 4 9 10 10
18 11 16 12 13 303 4 22 23 50
19 1 12 10 9 246 3 18 21 40
20 12 12 10 5 729 3 14 15 20
21 11 16 12 13 303 4 35 36 50
22 12 12 10 7 229 3 53 56 40
23 12 7 5 4 160 5 32 35 10
24 8 14 12 14 179 2 18 21 100
25 12 7 5 4 269 5 14 15 60
26 11 16 12 13 303 4 11 14 50
27 8 14 12 14 179 2 18 21 100
28 11 16 12 13 207 4 39 42 50
29 12 12 10 7 267 3 44 45 60
30 8 14 12 14 179 2 35 36 100
31 12 16 12 9 438 4 30 31 10
32 8 14 12 14 179 2 46 49 100
33 11 16 12 13 303 4 56 57 50
34 12 12 10 7 227 3 25 28 50
35 11 16 12 13 207 4 52 53 50
36 3 12 10 9 324 3 11 14 70
37 1 12 10 9 165 3 60 63 30
38 1 16 12 9 277 4 18 21 80
39 11 16 12 13 207 4 7 8 50
40 12 7 5 4 101 5 30 31 30
41 12 7 5 4 96 5 30 31 30
42 7 12 10 9 577 3 25 28 70
43 5 12 10 3 29 6 45 46 740
44 11 16 12 13 303 4 3 4 50
45 3 12 10 9 324 3 53 56 70
46 12 19 12 7 845 1 30 31 130
47 8 14 12 14 179 2 50 51 100
48 12 12 10 7 500 3 42 43 70
49 3 12 10 11 366 6 18 21 100
50 1 12 10 5 122 6 25 28 200
51 12 12 10 7 405 3 51 52 80
52 12 12 10 7 176 3 14 15 30
53 11 16 12 13 207 4 31 32 50
54 12 7 5 4 160 5 23 24 10
55 12 12 10 7 229 3 60 63 40
56 12 12 10 7 351 3 56 57 60
57 12 16 12 9 547 4 51 52 10
58 1 12 10 9 156 3 60 63 30
59 12 16 12 9 611 4 7 8 110
60 4 14 12 11 317 7 51 52 160
61 12 16 12 9 1471 4 30 31 260
62 11 16 12 13 303 4 2 3 50
63 1 16 12 9 277 4 46 49 80
64 12 12 10 7 405 3 25 28 80
65 1 12 10 5 127 6 46 49 220
66 12 12 10 7 227 3 4 7 50
67 4 14 12 11 317 7 9 10 160
68 12 12 10 10 164 6 7 8 50
69 12 12 10 7 351 3 60 63 60
70 12 7 5 4 82 5 53 56 20
71 12 12 10 7 500 3 32 35 70
72 12 12 10 10 179 6 16 17 40
73 12 7 5 4 82 5 11 14 20
74 3 12 10 11 366 6 25 28 100
75 12 12 10 7 227 3 18 21 50
76 3 16 12 9 454 4 4 7 80
77 12 7 5 4 160 5 58 59 10
78 12 7 5 4 269 5 39 42 60
79 11 16 12 13 207 4 21 22 50
80 8 14 12 14 179 2 31 32 100
81 12 16 12 9 514 4 25 28 100
82 12 12 10 9 337 3 9 10 50
83 12 12 10 9 384 3 60 63 60
84 12 16 12 9 611 4 39 42 110
85 12 12 10 10 164 6 14 15 50
86 3 16 12 9 454 4 18 21 80
87 3 12 10 6 330 6 39 42 70
88 7 12 10 9 577 3 51 52 70
89 12 12 10 9 652 3 9 10 100
90 11 16 12 13 207 4 8 9 50
