nbCamions 450
Id_truck Arrival_time Length Width Height Max_weight Cost
0 15 135 25 26 24000 1500
1 15 135 25 30 24000 1500
2 76 135 25 26 24000 1500
3 8 135 25 26 24000 1500
4 23 135 25 29 24000 1500
5 73 135 25 26 24000 1500
6 22 135 25 26 24000 1500
7 64 135 25 26 24000 1500
8 20 135 25 26 24000 1500
9 59 135 25 26 24000 1500
10 20 135 25 26 24000 1500
11 66 135 25 26 24000 1500
12 16 135 25 26 24000 1500
13 49 135 25 29 24000 1500
14 58 135 25 26 24000 1500
15 58 135 25 26 24000 1500
16 22 135 25 26 24000 1500
17 24 135 25 26 24000 1500
18 71 135 25 26 24000 1500
19 65 135 25 26 24000 1500
20 55 135 25 26 24000 1500
21 65 135 25 29 24000 1500
22 17 135 25 26 24000 1500
23 17 135 25 26 24000 1500
24 51 135 25 26 24000 1500
25 21 135 25 26 24000 1500
26 62 135 25 26 24000 1500
27 56 135 25 29 24000 1500
28 65 135 25 28 24000 1500
29 57 135 25 30 24000 1500
30 15 135 25 26 24000 1500
31 49 135 25 26 24000 1500
32 55 135 25 26 24000 1500
33 73 135 25 26 24000 1500
34 73 135 25 26 24000 1500
35 56 135 25 26 24000 1500
36 55 135 25 26 24000 1500
37 14 135 25 28 24000 1500
38 13 135 25 26 24000 1500
39 74 135 25 29 24000 1500
40 62 135 25 29 24000 1500
41 23 135 25 26 24000 1500
42 76 135 25 26 24000 1500
43 14 135 25 26 24000 1500
44 59 135 25 29 24000 1500
45 52 135 25 29 24000 1500
46 17 135 25 26 24000 1500
47 50 135 25 26 24000 1500
48 52 135 25 26 24000 1500
49 62 135 25 28 24000 1500
50 9 135 25 30 24000 1500
51 76 135 25 26 24000 1500
52 70 135 25 26 24000 1500
53 63 135 25 26 24000 1500
54 13 135 25 26 24000 1500
55 14 135 25 26 24000 1500
56 16 135 25 26 24000 1500
57 62 135 25 26 24000 1500
58 56 135 25 28 24000 1500
59 71 135 25 26 24000 1500
60 62 135 25 29 24000 1500
61 73 135 25 29 24000 1500
62 49 135 25 26 24000 1500
63 62 135 25 26 24000 1500
64 24 135 25 26 24000 1500
65 6 135 25 26 24000 1500
66 56 135 25 26 24000 1500
67 48 135 25 29 24000 1500
68 16 135 25 26 24000 1500
69 9 135 25 26 24000 1500
70 49 135 25 28 24000 1500
71 9 135 25 29 24000 1500
72 11 135 25 29 24000 1500
73 71 135 25 26 24000 1500
74 51 135 25 26 24000 1500
75 70 135 25 26 24000 1500
76 72 135 25 26 24000 1500
77 48 135 25 28 24000 1500
78 55 135 25 26 24000 1500
79 73 135 25 26 24000 1500
80 6 135 25 29 24000 1500
81 64 135 25 29 24000 1500
82 48 135 25 26 24000 1500
83 59 135 25 26 24000 1500
84 48 135 25 29 24000 1500
85 23 135 25 26 24000 1500
86 14 135 25 29 24000 1500
87 57 135 25 29 24000 1500
88 22 135 25 26 24000 1500
89 76 135 25 29 24000 1500
90 20 135 25 26 24000 1500
91 21 135 25 26 24000 1500
92 76 135 25 26 24000 1500
93 55 135 25 26 24000 1500
94 64 135 25 26 24000 1500
95 66 135 25 26 24000 1500
96 10 135 25 26 24000 1500
97 48 135 25 29 24000 1500
98 23 135 25 30 24000 1500
99 63 135 25 26 24000 1500
100 72 135 25 26 24000 1500
101 10 135 25 29 24000 1500
102 17 135 25 29 24000 1500
103 50 135 25 26 24000 1500
104 72 135 25 26 24000 1500
105 69 135 25 29 24000 1500
106 69 135 25 26 24000 1500
107 48 135 25 26 24000 1500
108 51 135 25 26 24000 1500
109 76 135 25 26 24000 1500
110 57 135 25 26 24000 1500
111 70 135 25 26 24000 1500
112 56 135 25 26 24000 1500
113 72 135 25 26 24000 1500
114 71 135 25 29 24000 1500
115 70 135 25 29 24000 1500
116 22 135 25 26 24000 1500
117 56 135 25 28 24000 1500
118 49 135 25 26 24000 1500
119 62 135 25 26 24000 1500
120 56 135 25 26 24000 1500
121 51 135 25 26 24000 1500
122 52 135 25 29 24000 1500
123 16 135 25 26 24000 1500
124 13 135 25 29 24000 1500
125 21 135 25 26 24000 1500
126 14 135 25 26 24000 1500
127 62 135 25 29 24000 1500
128 20 135 25 29 24000 1500
129 20 135 25 26 24000 1500
130 63 135 25 29 24000 1500
131 13 135 25 26 24000 1500
132 63 135 25 26 24000 1500
133 72 135 25 26 24000 1500
134 63 135 25 26 24000 1500
135 58 135 25 26 24000 1500
136 50 135 25 26 24000 1500
137 69 135 25 26 24000 1500
138 24 135 25 26 24000 1500
139 21 135 25 29 24000 1500
140 24 135 25 26 24000 1500
141 59 135 25 29 24000 1500
142 20 135 25 26 24000 1500
143 59 135 25 26 24000 1500
144 17 135 25 26 24000 1500
145 48 135 25 26 24000 1500
146 65 135 25 26 24000 1500
147 9 135 25 26 24000 1500
148 50 135 25 30 24000 1500
149 69 135 25 26 24000 1500
150 66 135 25 29 24000 1500
151 65 135 25 26 24000 1500
152 67 135 25 29 24000 1500
153 16 135 25 26 24000 1500
154 15 135 25 29 24000 1500
155 76 135 25 29 24000 1500
156 23 135 25 29 24000 1500
157 16 135 25 28 24000 1500
158 69 135 25 28 24000 1500
159 51 135 25 26 24000 1500
160 69 135 25 26 24000 1500
161 76 135 25 26 24000 1500
162 69 135 25 29 24000 1500
163 63 135 25 26 24000 1500
164 49 135 25 26 24000 1500
165 59 135 25 26 24000 1500
166 55 135 25 29 24000 1500
167 9 135 25 29 24000 1500
168 51 135 25 26 24000 1500
169 65 135 25 26 24000 1500
170 10 135 25 29 24000 1500
171 65 135 25 26 24000 1500
172 71 135 25 30 24000 1500
173 70 135 25 26 24000 1500
174 50 135 25 26 24000 1500
175 58 135 25 26 24000 1500
176 62 135 25 26 24000 1500
177 66 135 25 26 24000 1500
178 69 135 25 29 24000 1500
179 63 135 25 28 24000 1500
180 55 135 25 26 24000 1500
181 70 135 25 28 24000 1500
182 14 135 25 29 24000 1500
183 63 135 25 26 24000 1500
184 65 135 25 26 24000 1500
185 48 135 25 26 24000 1500
186 64 135 25 26 24000 1500
187 69 135 25 29 24000 1500
188 56 135 25 26 24000 1500
189 53 135 25 29 24000 1500
190 64 135 25 30 24000 1500
191 52 135 25 26 24000 1500
192 20 135 25 29 24000 1500
193 24 135 25 29 24000 1500
194 58 135 25 30 24000 1500
195 23 135 25 28 24000 1500
196 20 135 25 28 24000 1500
197 57 135 25 26 24000 1500
198 76 135 25 26 24000 1500
199 59 135 25 26 24000 1500
200 24 135 25 26 24000 1500
201 20 135 25 29 24000 1500
202 15 135 25 29 24000 1500
203 63 135 25 26 24000 1500
204 21 135 25 28 24000 1500
205 13 135 25 29 24000 1500
206 48 135 25 26 24000 1500
207 59 135 25 26 24000 1500
208 73 135 25 29 24000 1500
209 16 135 25 29 24000 1500
210 50 135 25 26 24000 1500
211 64 135 25 26 24000 1500
212 51 135 25 26 24000 1500
213 23 135 25 26 24000 1500
214 21 135 25 26 24000 1500
215 22 135 25 29 24000 1500
216 8 135 25 30 24000 1500
217 10 135 25 29 24000 1500
218 23 135 25 29 24000 1500
219 24 135 25 26 24000 1500
220 17 135 25 29 24000 1500
221 72 135 25 26 24000 1500
222 48 135 25 29 24000 1500
223 8 135 25 29 24000 1500
224 52 135 25 26 24000 1500
225 72 135 25 29 24000 1500
226 50 135 25 26 24000 1500
227 63 135 25 29 24000 1500
228 48 135 25 26 24000 1500
229 63 135 25 26 24000 1500
230 13 135 25 29 24000 1500
231 24 135 25 29 24000 1500
