nbCamions 747
Id_truck Arrival_time Length Width Height Max_weight Cost
0 12 135 25 29 25000 1500
1 19 135 25 29 25000 1500
2 74 135 25 30 25000 1500
3 68 135 25 30 24000 1500
4 69 135 25 29 24000 1500
5 50 135 25 29 25000 1500
6 76 135 25 29 25000 1500
7 13 135 25 30 25000 1500
8 53 135 25 30 25000 1500
9 29 135 25 29 25000 1500
10 53 135 25 30 25000 1500
11 28 135 25 29 24000 1500
12 60 135 25 29 24000 1500
13 54 135 25 30 24000 1500
14 27 135 25 30 24000 1500
15 28 135 25 30 25000 1500
16 53 135 25 30 25000 1500
17 69 135 25 30 27000 1500
18 11 135 25 30 24000 1500
19 69 135 25 30 25000 1500
20 15 135 25 29 24000 1500
21 29 135 25 29 24000 1500
22 15 135 25 30 25000 1500
23 57 135 25 29 24000 1500
24 15 135 25 30 25000 1500
25 63 135 25 30 24000 1500
26 50 135 25 29 24000 1500
27 27 135 25 30 25000 1500
28 78 135 25 29 24000 1500
29 61 135 25 29 24000 1500
30 74 135 25 30 25000 1500
31 29 135 25 31 25000 1500
32 74 135 25 30 25000 1500
33 55 135 25 29 25000 1500
34 68 135 25 30 25000 1500
35 50 135 25 31 25000 1500
36 68 135 25 30 24000 1500
37 26 135 25 30 25000 1500
38 18 135 25 29 24000 1500
39 74 135 25 29 24000 1500
40 75 135 25 29 25000 1500
41 76 135 25 30 25000 1500
42 75 135 25 30 24000 1500
43 8 135 25 30 25000 1500
44 28 135 25 30 25000 1500
45 53 135 25 30 25000 1500
46 78 135 25 30 25000 1500
47 28 135 25 29 24000 1500
48 60 135 25 29 24000 1500
49 76 135 25 29 24000 1500
50 60 135 25 30 25000 1500
51 13 135 25 29 24000 1500
52 54 135 25 30 25000 1500
53 56 135 25 29 24000 1500
54 70 135 25 30 24000 1500
55 56 135 25 29 25000 1500
56 15 135 25 30 25000 1500
57 21 135 25 30 24000 1500
58 27 135 25 30 25000 1500
59 57 135 25 29 24000 1500
60 22 135 25 29 24000 1500
61 28 135 25 30 25000 1500
62 19 135 25 29 24000 1500
63 77 135 25 29 24000 1500
64 74 135 25 29 24000 1500
65 53 135 25 30 27000 1500
66 53 135 25 30 27000 1500
67 13 135 25 29 25000 1500
68 81 135 25 29 24000 1500
69 60 135 25 30 27000 1500
70 68 135 25 30 25000 1500
71 29 135 25 29 24000 1500
72 20 135 25 31 25000 1500
73 13 135 25 30 25000 1500
74 26 135 25 29 24000 1500
75 22 135 25 30 25000 1500
76 67 135 25 29 24000 1500
77 56 135 25 30 25000 1500
78 78 135 25 31 25000 1500
79 8 135 25 30 25000 1500
80 62 135 25 29 25000 1500
81 18 135 25 30 25000 1500
82 8 135 25 29 24000 1500
83 60 135 25 30 25000 1500
84 26 135 25 30 25000 1500
85 60 135 25 30 25000 1500
86 19 135 25 30 25000 1500
87 77 135 25 30 25000 1500
88 19 135 25 30 24000 1500
89 20 135 25 29 24000 1500
90 81 135 25 30 25000 1500
91 67 135 25 30 25000 1500
92 27 135 25 31 25000 1500
93 54 135 25 30 24000 1500
94 81 135 25 30 24000 1500
95 18 135 25 30 25000 1500
96 25 135 25 30 25000 1500
97 81 135 25 30 25000 1500
98 13 135 25 29 24000 1500
99 56 135 25 30 24000 1500
100 54 135 25 29 24000 1500
101 77 135 25 29 24000 1500
102 67 135 25 30 27000 1500
103 68 135 25 29 25000 1500
104 18 135 25 29 24000 1500
105 76 135 25 31 25000 1500
106 55 135 25 30 25000 1500
107 75 135 25 30 25000 1500
108 63 135 25 29 24000 1500
109 62 135 25 30 25000 1500
110 77 135 25 29 24000 1500
111 57 135 25 30 25000 1500
112 21 135 25 30 25000 1500
113 81 135 25 30 27000 1500
114 64 135 25 29 24000 1500
115 62 135 25 30 25000 1500
116 21 135 25 29 25000 1500
