nbObjets 14568
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 14 23 13 10 871 32 8 13 240
1 97 7 5 4 75 39 22 27 20
2 79 16 12 7 185 36 74 77 190
3 74 12 10 11 636 15 68 74 280
4 43 16 12 8 608 9 74 77 600
5 131 12 10 11 411 15 27 60 160
6 14 23 13 10 865 32 11 15 240
7 28 12 10 7 683 20 29 62 60
8 143 12 10 11 116 15 71 76 50
9 113 12 10 3 23 40 82 85 570
10 65 7 5 4 103 39 62 67 20
11 14 11 10 7 306 1 68 71 60
12 139 22 9 5 816 44 25 28 170
13 71 19 12 14 593 22 21 26 330
14 154 16 12 9 457 36 60 63 80
15 97 7 5 4 111 39 68 71 30
16 69 7 5 4 146 39 29 62 30
17 20 7 5 4 162 39 8 13 80
18 143 12 10 11 109 15 7 12 50
19 93 19 12 13 277 23 76 83 160
20 137 12 10 11 181 15 7 12 140
21 28 7 5 4 351 39 12 18 40
22 28 12 10 7 671 20 15 20 90
23 111 12 10 9 732 20 26 61 390
24 138 12 10 9 454 20 20 27 80
25 65 12 10 9 372 20 67 70 30
26 134 12 10 10 131 15 25 28 150
27 128 12 10 9 196 20 64 70 90
28 50 12 10 9 160 20 19 22 30
29 143 12 10 11 115 15 15 20 40
30 131 12 10 3 78 15 67 70 30
31 100 12 10 10 108 15 67 74 570
32 69 12 10 7 266 20 82 86 40
33 95 12 10 9 192 20 11 15 60
34 82 19 12 7 304 4 26 29 360
35 3 12 10 3 96 15 71 78 450
36 114 12 10 14 236 6 64 69 80
37 143 16 12 9 197 36 13 19 30
38 14 23 13 10 826 32 67 70 240
39 133 12 10 9 228 20 21 26 50
40 93 19 12 13 272 23 18 25 20
41 116 12 10 3 154 15 22 27 280
42 139 12 10 9 334 20 67 70 50
43 143 12 10 11 109 15 15 20 50
44 53 12 10 4 39 40 6 13 2130
45 67 7 5 4 99 39 82 85 20
46 98 7 5 4 84 39 61 64 20
47 1 20 13 11 158 26 29 62 20
48 28 7 5 4 137 39 22 27 20
49 65 16 12 9 285 36 12 18 60
50 61 12 10 9 455 20 7 12 80
51 131 12 10 3 136 15 6 11 250
52 107 16 12 9 238 36 6 11 340
53 131 12 10 11 464 15 6 11 230
54 30 7 5 4 73 39 63 69 20
55 27 12 10 5 203 15 20 26 140
56 83 12 10 10 127 15 25 28 130
57 100 12 10 7 149 15 4 11 1560
58 98 7 5 4 62 39 28 61 10
59 84 12 10 16 150 40 26 26 240
60 14 11 10 7 420 1 71 76 100
61 94 12 10 9 161 20 82 85 40
62 15 32 8 9 186 28 82 85 60
63 25 12 10 3 80 15 78 83 590
64 131 12 10 11 546 15 12 18 160
65 67 16 12 7 232 36 75 78 30
66 99 23 12 13 1339 12 67 70 190
67 3 12 10 11 500 15 68 75 170
68 69 7 5 4 146 39 68 71 30
69 67 7 5 4 70 39 63 68 40
70 27 12 10 9 503 20 27 61 60
71 28 7 5 4 375 39 20 25 40
72 143 12 10 11 115 15 26 29 40
73 74 12 10 3 111 15 64 70 19140
74 40 16 12 9 298 36 22 27 50
75 54 12 10 9 205 20 71 76 30
76 78 12 10 9 172 20 83 88 30
77 146 12 10 10 36 40 27 60 110
78 39 12 10 9 198 20 5 12 40
79 125 12 10 11 177 15 12 18 660
80 97 7 5 4 80 39 11 15 20
81 65 16 12 7 349 36 62 67 60
82 75 23 14 9 1441 31 12 18 750
83 97 7 5 4 74 39 64 69 30
84 54 12 10 10 141 15 70 75 60
85 75 23 14 9 1255 31 22 27 700
86 69 12 10 7 266 20 7 12 40
87 116 12 10 3 59 15 78 83 570
88 116 12 10 5 235 15 64 69 460
89 27 7 5 4 81 39 77 83 20
90 100 12 10 4 46 15 81 88 510
91 105 12 10 9 147 20 22 29 50
92 14 11 10 7 306 1 68 71 60
93 14 11 10 7 471 1 19 22 110
94 98 7 5 4 81 39 22 27 20
95 84 12 10 15 87 40 27 27 290
96 143 12 10 13 56 15 7 12 20
97 133 12 10 10 166 15 70 75 40
98 98 16 12 9 660 36 28 61 120
99 67 12 10 9 246 20 25 28 30
100 100 12 10 9 127 20 4 11 70
101 116 16 12 7 207 36 63 68 40
102 139 32 21 4 952 34 70 75 140
103 28 12 10 7 683 20 20 25 60
104 127 12 10 11 264 15 12 18 420
105 130 12 10 9 204 20 61 68 100
106 93 16 12 7 161 36 13 21 10
107 69 12 10 7 226 20 5 9 30
108 75 23 14 9 1473 31 25 28 690
109 77 12 10 9 160 20 22 28 50
110 93 16 12 7 161 36 21 28 10
111 94 12 10 9 161 20 63 68 40
112 119 12 10 11 105 15 60 63 30
113 48 30 12 12 1151 8 21 26 450
114 137 12 10 9 276 20 13 19 130
115 97 7 5 4 75 39 12 18 20
116 27 12 10 11 312 15 20 26 100
117 69 7 5 4 146 39 64 69 30
118 139 12 10 9 334 20 18 21 50
119 95 12 10 9 192 20 70 75 60
120 100 12 10 10 138 15 67 74 1000
121 19 12 10 9 75 40 7 7 6800
122 1 19 18 9 215 37 71 76 80
123 75 23 14 9 1471 31 13 19 910
124 98 16 12 9 439 36 81 84 100
125 139 32 21 4 952 34 81 84 140
126 1 20 13 11 158 26 67 70 20
127 100 12 10 4 49 15 4 11 350
128 93 12 10 4 65 15 28 63 600
129 14 23 13 10 871 32 71 76 240
130 12 12 10 7 667 20 7 12 140
131 93 16 12 7 161 36 13 21 40
132 134 12 10 10 131 15 74 77 150
133 59 12 10 13 162 15 13 19 110
134 65 12 10 7 391 20 8 13 60
135 83 12 10 7 91 15 60 63 140
136 71 19 12 14 593 22 83 88 330
137 15 16 8 14 171 29 78 83 60
138 71 19 12 14 578 22 69 74 270
139 3 12 10 11 182 15 29 64 120
140 115 12 10 7 355 15 69 74 1230
141 97 12 10 3 121 15 81 84 400
142 95 12 10 9 206 20 77 82 60
143 93 16 12 7 161 36 22 29 10
144 48 30 12 12 1151 8 28 61 450
145 150 12 10 10 189 15 76 81 180
146 51 12 10 9 485 15 7 7 450
147 143 16 12 9 204 36 78 83 30
148 143 12 10 11 83 15 68 71 30
149 18 12 10 9 301 20 25 28 440
150 1 18 12 13 195 14 69 74 80
151 52 12 10 11 380 15 12 18 310
152 100 12 10 3 30 15 4 11 360
153 15 16 8 14 171 29 20 25 60
154 64 12 10 11 681 15 18 25 140
155 26 12 10 9 184 20 68 71 50
156 27 7 5 4 60 39 25 29 20
157 39 12 10 2 131 15 29 64 160
158 93 19 12 9 276 23 9 18 30
159 97 7 5 4 76 39 18 21 20
160 119 12 10 10 101 15 81 84 20
161 44 12 10 9 265 6 7 12 110
162 68 18 12 5 589 3 67 70 70
163 136 12 10 10 65 15 19 22 20
164 131 12 10 5 306 15 20 25 180
165 40 12 10 9 335 20 18 21 110
166 14 11 10 7 311 1 19 22 60
167 40 16 12 9 386 36 82 85 60
168 30 7 5 4 69 39 7 13 10
169 154 16 12 9 457 36 60 63 80
170 54 12 10 10 228 15 8 13 20
171 97 16 12 9 321 36 75 78 70
172 95 12 10 9 206 20 13 19 60
173 93 16 12 7 161 36 60 67 40
174 95 12 10 9 235 20 12 18 100
175 33 12 10 9 309 20 76 81 50
176 143 12 10 11 109 15 60 63 50
177 8 12 10 11 870 5 68 75 310
178 98 7 5 4 81 39 75 78 20
179 107 16 12 9 295 36 75 78 490
180 28 12 10 9 561 20 22 27 60
181 139 16 12 9 598 36 29 62 110
182 68 7 5 4 83 39 22 27 20
183 65 12 10 9 330 20 6 11 40
184 14 23 13 10 826 32 29 62 240
185 137 12 10 11 181 15 15 20 140
186 7 12 10 10 219 40 67 70 160
187 143 12 10 13 56 15 78 83 20
188 139 32 21 4 952 34 11 15 140
189 27 12 10 11 298 15 74 78 40
190 97 7 5 4 75 39 6 11 20
191 2 12 10 9 139 20 22 29 50
192 100 12 10 9 129 20 81 88 60
193 93 16 12 7 161 36 28 63 40
194 84 12 10 15 87 40 70 70 290
195 97 16 12 9 251 36 78 83 60
196 133 12 10 10 111 15 18 21 50
197 139 16 12 9 746 36 78 83 100
198 97 12 10 2 88 15 83 88 260
199 126 12 10 9 302 20 63 68 120
200 39 12 10 5 166 15 61 68 220
201 116 12 10 3 152 15 78 83 1750
202 93 12 10 4 68 15 77 84 180
203 64 12 10 11 667 15 9 18 150
204 65 16 12 9 280 36 22 27 50
205 131 12 10 11 411 15 69 74 160
206 98 16 12 7 579 36 15 20 70
207 99 23 12 13 897 12 60 63 140
208 131 12 10 11 307 15 83 88 100
209 100 12 10 7 78 15 9 18 600
210 100 12 10 9 168 20 9 18 350
211 143 12 10 11 115 15 62 67 40
212 99 15 6 11 598 38 68 71 90
213 151 12 10 4 86 15 81 84 210
214 54 12 10 10 161 15 13 19 120
215 97 7 5 4 75 39 70 75 20
216 137 12 10 9 246 20 64 69 70
217 143 12 10 11 115 15 11 15 40
218 9 24 12 9 313 2 29 62 30
219 1 18 12 13 195 14 21 26 80
220 28 7 5 4 375 39 68 71 40
221 95 12 10 9 264 20 60 63 120
222 99 15 6 11 598 38 75 78 90
223 80 12 10 9 150 20 75 82 20
224 95 12 10 9 235 20 67 70 100
225 65 16 12 7 349 36 11 15 60
226 54 12 10 10 333 15 63 68 30
227 137 12 10 9 276 20 70 75 130
228 7 12 10 10 219 40 74 77 160
229 65 12 10 7 179 20 22 27 30
230 98 12 10 11 543 15 11 15 170
231 40 12 10 9 511 20 62 67 490
232 68 16 12 9 554 36 12 18 120
233 65 12 10 7 179 20 18 21 30
234 20 7 5 4 162 39 6 11 90
235 93 19 12 9 193 23 6 13 70
236 65 7 5 4 119 39 11 15 30
237 108 12 10 11 351 15 21 28 650
238 65 16 12 7 391 36 64 69 70
239 1 20 13 11 158 26 6 11 20
240 7 12 10 10 87 40 6 11 170
241 75 23 14 9 1255 31 75 78 700
242 55 12 10 9 324 20 20 25 100
243 80 12 10 9 150 20 5 12 20
244 108 12 10 10 121 15 18 25 160
245 39 12 10 11 358 15 78 85 500
246 139 16 12 9 634 36 62 67 110
247 108 12 10 10 136 15 74 81 660
248 97 7 5 4 75 39 82 85 20
249 116 16 12 7 208 36 11 15 50
250 40 12 10 9 335 20 83 88 110
251 1 18 12 13 195 14 21 26 70
252 67 16 12 7 662 36 63 68 80
253 14 23 13 10 871 32 78 83 240
254 93 12 10 4 65 15 13 21 600
255 67 7 5 4 353 39 70 75 100
256 54 12 10 10 161 15 77 82 120
257 136 12 10 10 147 15 19 22 70
258 75 23 14 9 1255 31 29 62 700
259 143 16 12 9 204 36 75 78 20
260 25 16 12 9 167 36 12 18 50
261 47 12 10 10 192 6 7 12 80
262 1 19 18 9 215 37 19 22 80
263 131 12 10 11 464 15 81 84 230
264 26 12 10 9 184 20 68 71 50
265 116 16 12 7 258 36 28 61 50
266 117 12 10 11 334 15 61 68 110
267 26 12 10 9 184 20 8 13 60
268 97 16 12 9 353 36 77 82 60
269 20 12 10 9 328 20 60 63 70
270 65 16 12 7 528 36 22 27 90
271 139 12 10 9 228 20 62 67 110
272 98 16 12 9 603 36 62 67 120
273 65 7 5 4 103 39 11 15 20
274 116 16 12 9 217 36 29 62 40
275 99 23 12 13 1339 12 12 18 190
276 143 12 10 11 100 15 22 27 40
277 27 12 10 3 75 15 69 75 40
278 65 16 12 9 285 36 67 70 60
279 19 12 10 4 29 40 21 21 680
280 69 7 5 4 146 39 26 29 30
281 99 15 7 11 419 27 62 67 80
282 128 12 10 9 162 20 64 70 50
283 139 32 21 4 952 34 77 82 140
284 68 19 12 7 573 4 64 69 90
285 27 12 10 3 106 15 62 68 100
286 105 12 10 9 191 20 64 71 120
287 130 12 10 9 226 20 74 81 130
288 116 16 12 7 258 36 19 22 50
289 97 7 5 4 75 39 77 82 20
290 112 8 6 5 121 17 13 19 30
291 59 12 10 13 162 15 82 85 90
292 1 18 12 13 195 14 67 70 70
293 139 22 9 5 816 44 21 26 170
294 27 12 10 3 97 15 60 64 60
295 28 12 10 7 671 20 76 81 90
296 114 12 10 14 229 6 75 78 70
297 67 12 10 9 322 20 77 82 90
298 84 12 10 15 87 40 84 84 290
299 65 12 10 7 396 20 62 67 60
300 67 16 12 7 662 36 25 28 80
301 39 12 10 3 93 15 7 15 110
302 93 16 12 7 161 36 6 13 40
303 64 12 10 5 226 15 18 25 2700
304 136 12 10 9 158 20 19 22 20
305 26 12 10 10 153 15 26 29 170
306 3 12 10 3 53 15 11 19 240
307 100 12 10 4 49 15 28 63 350
308 100 12 10 7 99 20 60 67 150
309 20 12 10 9 328 20 61 64 70
310 80 12 10 9 150 20 11 19 20
311 65 16 12 7 349 36 70 75 60
312 75 23 14 9 1441 31 8 13 750
313 137 12 10 9 276 20 29 62 130
314 14 11 10 7 399 1 69 74 90
315 128 12 10 9 158 20 71 77 40
316 27 12 10 5 176 15 62 68 120
317 14 11 10 7 311 1 20 25 60
318 143 16 12 9 204 36 71 76 30
319 14 23 13 10 865 32 62 67 240
320 114 12 10 14 229 6 82 85 70
321 14 11 10 7 306 1 22 27 60
322 28 7 5 4 375 39 11 15 40
323 65 7 5 4 103 39 70 75 20
324 131 12 10 3 124 15 60 63 3450
325 20 7 5 4 162 39 67 70 90
326 83 12 10 10 127 15 67 70 420
327 25 12 10 3 80 15 13 19 590
328 58 12 10 9 808 20 11 15 610
329 33 12 10 9 309 20 20 25 50
330 54 12 10 10 228 15 82 85 20
331 54 12 10 10 141 15 75 78 60
332 98 7 5 4 134 39 63 68 70
333 75 23 14 9 1255 31 20 25 700
334 67 7 5 4 353 39 77 82 100
335 112 8 6 5 121 17 77 82 30
336 52 12 10 3 91 15 74 77 250
337 67 7 5 4 353 39 13 19 100
338 69 7 5 4 146 39 75 78 30
339 25 12 10 10 182 15 26 29 90
340 105 12 10 9 149 20 64 71 50
341 139 16 12 9 634 36 68 71 110
342 139 43 21 4 1227 35 11 15 180
343 13 12 10 9 182 20 62 69 130
344 25 12 10 10 140 15 62 67 180
345 95 12 10 9 206 20 68 71 60
346 117 12 10 5 250 15 19 26 620
347 139 16 12 9 634 36 20 25 110
348 126 12 10 9 291 20 69 74 100
349 137 12 10 9 276 20 77 82 130
350 64 7 5 4 94 39 69 76 10
351 98 12 10 11 543 15 63 68 170
352 93 12 10 7 143 15 21 28 120
353 33 12 10 11 641 15 18 21 130
354 26 12 10 9 184 20 77 82 50
355 143 12 10 11 96 15 11 15 40
356 62 16 12 9 265 36 71 76 60
357 68 18 12 5 589 3 12 18 70
358 26 12 10 9 184 20 8 13 60
359 40 12 10 9 335 20 19 22 110
360 99 15 7 11 924 27 78 83 130
361 98 7 5 4 62 39 25 28 10
362 75 23 14 9 1473 31 13 19 690
363 93 19 12 9 195 23 9 18 60
364 59 12 10 10 89 15 8 13 50
365 113 12 10 4 53 40 22 27 600
366 69 7 5 4 146 39 77 82 30
367 26 12 10 9 184 20 13 19 50
368 79 16 12 7 185 36 75 79 190
369 108 12 10 9 307 15 74 81 2920
370 108 12 10 3 90 15 67 74 700
371 112 8 6 5 121 17 70 75 30
372 130 12 10 10 134 15 67 74 140
373 28 12 10 7 683 20 68 71 60
374 80 12 10 9 150 20 68 75 20
375 20 12 10 9 328 20 62 67 70
376 98 16 12 9 660 36 60 63 120
377 59 12 10 10 87 15 74 77 50
378 15 16 8 14 174 29 5 8 50
379 19 12 10 4 37 40 21 21 1200
380 2 12 10 6 275 15 7 15 1200
381 3 12 10 11 143 15 19 26 30
382 131 12 10 11 546 15 69 74 160
383 65 16 12 9 280 36 18 21 50
384 143 12 10 11 108 15 82 85 50
385 39 12 10 5 322 15 29 64 320
386 28 12 10 7 683 20 11 15 60
387 95 12 10 9 194 20 19 22 60
388 143 12 10 11 115 15 70 75 40
389 75 23 14 9 1441 31 19 22 750
390 62 16 12 9 312 36 15 20 70
391 139 22 9 5 366 44 62 67 180
392 131 12 10 3 127 15 20 25 1190
393 26 12 10 9 184 20 77 82 50
394 71 19 12 14 578 22 7 12 270
395 139 32 21 4 952 34 81 84 140
396 65 7 5 4 172 39 74 77 50
397 99 15 7 11 924 27 20 25 130
398 7 12 10 10 86 40 81 84 200
399 147 16 12 9 380 36 60 63 60
400 23 12 8 11 48 41 68 71 140
401 139 32 21 4 952 34 13 19 140
402 67 16 12 7 662 36 74 77 80
403 68 16 12 9 554 36 69 74 120
404 93 19 12 9 193 23 62 69 70
