nbObjets 16541
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 23 12 10 11 228 8 63 69 100
1 77 19 12 7 793 6 67 74 150
2 11 12 10 4 45 8 69 71 60
3 11 12 10 2 50 8 11 13 690
4 36 12 10 9 329 14 15 19 180
5 39 16 12 7 206 18 19 22 70
6 111 24 12 9 338 4 8 11 30
7 112 12 10 11 292 8 55 71 160
8 104 12 10 9 142 14 19 22 40
9 84 12 10 7 218 14 63 68 50
10 70 16 12 7 220 18 19 21 60
11 45 12 10 2 32 8 5 8 920
12 101 16 12 14 787 9 20 27 740
13 106 12 10 7 214 14 68 70 60
14 104 12 10 9 142 14 68 71 20
15 44 12 10 11 373 8 19 22 100
16 2 12 10 4 52 8 50 57 80
17 44 7 5 4 113 29 54 57 30
18 38 16 12 12 186 17 62 64 30
19 99 16 12 9 285 18 61 64 50
20 105 12 10 9 337 14 6 8 100
21 70 12 10 9 314 14 6 8 50
22 54 12 10 7 105 8 6 12 280
23 2 12 10 13 138 8 9 18 190
24 82 12 10 8 327 14 28 55 110
25 49 7 5 4 106 29 68 71 70
26 102 12 10 9 124 14 13 18 60
27 8 16 12 9 214 18 67 74 50
28 101 16 12 14 787 9 53 60 740
29 56 12 10 10 129 8 64 71 190
30 101 16 12 14 787 9 9 18 730
31 56 12 10 9 141 14 19 26 100
32 102 12 10 9 124 14 9 12 60
33 11 12 10 9 142 14 25 27 20
34 86 12 10 9 138 14 68 70 20
35 103 24 15 15 390 16 63 64 170
36 65 16 12 9 338 18 55 62 70
37 87 7 5 4 200 29 27 54 100
38 105 12 10 9 268 14 50 54 70
39 11 12 10 9 143 14 20 22 20
40 104 12 10 9 131 14 28 53 20
41 54 12 10 10 154 8 6 12 170
42 121 12 10 4 31 8 55 57 250
43 11 12 10 10 129 8 25 27 90
44 2 12 10 10 96 8 53 60 50
45 106 8 6 5 110 10 60 62 20
46 52 16 12 9 554 18 21 22 110
47 14 12 10 9 377 14 11 15 80
48 106 12 10 9 286 14 19 21 30
49 22 12 10 9 593 14 63 68 80
50 59 7 5 4 158 29 12 18 30
51 52 16 12 7 391 18 70 71 80
52 106 8 6 5 275 10 22 26 170
53 38 16 12 12 186 17 5 7 30
54 68 12 10 9 194 14 54 61 70
55 52 12 10 6 756 8 62 63 120
56 76 12 10 9 222 14 64 71 120
57 121 12 10 10 156 8 55 57 360
58 71 12 10 3 86 8 18 54 330
59 12 12 10 7 98 8 54 60 80
60 60 12 12 14 323 3 25 27 70
61 2 12 10 10 96 8 4 9 50
62 54 12 10 10 85 8 25 50 220
63 83 12 10 9 317 14 26 62 90
64 56 12 10 10 133 8 15 22 190
65 111 12 10 7 133 8 55 57 460
66 40 12 10 9 163 14 49 53 40
67 72 12 10 9 1046 14 53 60 340
68 70 16 12 9 283 18 11 13 50
69 111 12 10 4 89 8 8 11 190
70 2 12 10 5 59 8 4 9 220
71 57 12 10 10 156 8 69 70 90
72 106 12 10 7 203 14 54 56 30
73 106 8 6 5 134 10 53 55 20
74 70 16 12 9 419 18 6 8 70
75 106 12 10 9 226 14 63 67 30
76 85 12 10 3 40 8 26 62 1920
77 34 16 12 7 190 18 61 64 50
78 45 7 5 4 100 29 55 60 30
79 84 12 10 7 266 14 25 49 50
80 11 12 10 10 100 8 53 55 30
81 102 12 10 9 128 14 49 53 30
82 35 12 10 9 126 14 19 26 10
83 61 12 10 9 614 14 69 74 90
84 106 12 10 3 144 8 60 62 150
85 86 12 10 9 140 14 11 13 10
86 14 12 10 9 377 14 50 55 80
87 102 12 10 10 210 8 19 21 140
88 57 16 12 9 168 18 28 49 20
89 107 12 10 9 78 2 20 27 50
90 57 16 12 9 167 18 22 25 20
91 68 12 10 3 23 8 61 68 90
92 116 12 10 4 28 30 25 61 1980
93 57 12 10 3 67 8 20 21 50
94 57 12 10 3 25 8 49 50 250
95 96 12 10 9 303 14 26 28 220
96 35 12 10 9 157 14 20 27 40
97 51 12 10 9 442 14 50 54 130
98 2 12 10 11 119 8 67 74 60
99 70 16 12 9 539 18 6 8 100
100 106 8 6 5 201 10 61 63 50
101 95 12 10 9 191 14 54 57 80
102 12 28 13 7 231 26 19 25 110
103 84 12 10 7 248 14 55 61 50
104 84 16 12 9 318 18 15 20 70
105 84 16 12 9 318 18 25 28 70
106 25 12 10 3 73 30 19 26 2260
107 65 16 12 9 339 18 28 55 70
108 106 8 6 5 146 10 49 53 20
109 35 12 10 9 138 14 60 67 20
110 110 12 10 9 166 14 15 20 30
111 78 12 10 9 247 14 28 55 40
112 9 14 11 6 288 25 22 27 40
113 106 12 10 9 710 14 22 26 120
114 86 12 10 9 139 14 64 68 20
115 78 12 10 9 246 14 54 61 50
116 56 12 10 13 183 8 61 68 240
117 76 12 10 9 210 14 25 50 100
118 2 12 10 11 116 8 53 60 40
119 105 12 10 7 77 8 55 57 460
120 98 16 12 9 318 18 61 68 70
121 12 12 10 3 59 8 54 60 640
122 57 16 12 9 157 18 68 69 20
123 86 12 10 9 139 14 60 62 20
124 27 12 10 9 137 20 22 49 120
125 86 12 10 9 138 14 57 61 20
126 64 12 10 7 1128 2 7 12 190
127 57 12 10 4 52 8 67 68 60
128 106 8 6 5 413 10 19 21 70
129 70 16 12 7 218 18 69 71 40
130 84 12 10 7 411 14 5 8 60
131 53 12 10 10 94 20 26 53 100
132 102 16 12 9 192 18 60 62 20
133 102 16 12 9 192 18 64 68 20
134 19 12 10 7 75 8 19 22 220
135 106 12 10 11 395 8 60 62 70
136 44 12 10 9 261 14 54 57 40
137 59 7 5 4 127 29 69 74 50
138 2 12 10 11 116 8 12 20 40
139 110 16 12 9 206 18 61 64 60
140 76 12 10 9 222 14 12 20 120
141 53 12 10 10 94 20 60 67 100
142 22 16 12 9 372 18 56 61 70
143 74 12 10 12 117 8 60 63 180
144 106 12 10 3 174 8 11 13 160
145 106 12 10 7 203 14 67 69 30
146 119 12 10 9 658 14 13 21 710
147 84 16 12 9 303 18 69 74 50
148 45 7 5 4 95 29 56 61 20
149 12 12 10 5 128 8 19 25 1280
150 45 7 5 4 107 29 13 19 30
151 57 12 10 4 53 8 11 12 50
152 7 12 10 10 105 8 11 15 20
153 77 16 12 9 569 18 63 70 150
154 84 12 10 9 315 14 68 71 120
155 59 12 10 3 90 8 53 56 200
156 106 8 6 5 146 10 28 50 20
157 2 12 10 9 69 8 7 13 190
158 106 8 6 5 117 10 62 64 20
159 106 8 6 5 255 10 70 74 60
160 102 12 10 9 126 14 61 63 50
161 70 12 10 9 314 14 26 28 50
162 70 16 12 9 283 18 19 21 50
163 82 12 10 10 198 1 28 55 50
164 11 12 10 10 100 8 6 8 30
165 44 12 10 3 91 8 22 27 120
166 65 16 12 9 338 18 8 15 70
167 75 12 10 15 95 8 8 12 50
168 60 12 12 14 323 3 70 74 70
169 45 12 10 2 59 8 63 68 2760
170 106 12 10 7 533 14 22 26 70
171 39 12 10 7 154 14 27 50 40
172 120 16 12 9 471 27 13 21 220
173 54 12 10 7 105 8 57 64 280
174 45 7 5 4 100 29 63 68 30
175 86 12 10 7 100 14 54 56 10
176 11 12 10 3 24 8 56 60 110
177 56 12 10 7 145 8 62 69 1000
178 57 12 10 3 31 8 22 25 220
179 106 12 10 3 170 8 56 60 270
180 72 12 10 9 937 14 7 13 360
181 65 12 10 7 647 14 55 62 240
182 100 12 10 4 46 8 20 56 80
183 84 12 10 7 190 14 50 55 40
184 65 12 10 7 647 14 8 15 240
185 52 16 12 7 391 18 62 63 80
186 86 12 10 7 100 14 19 21 10
187 99 16 12 9 406 18 68 71 90
188 100 12 10 10 199 8 54 70 140
189 52 12 10 6 756 8 53 54 120
190 106 12 10 3 169 8 25 27 370
191 59 12 10 9 335 14 53 56 110
192 59 7 5 4 91 29 7 11 20
193 49 12 10 9 315 14 27 50 90
194 106 8 6 5 145 10 69 71 30
195 106 8 6 5 122 10 53 55 20
196 65 12 10 7 647 14 50 57 240
197 84 7 5 4 84 29 25 49 20
198 52 19 12 9 285 21 12 13 100
199 11 12 10 3 33 8 69 71 220
200 31 12 10 11 111 8 22 27 60
201 50 12 10 9 599 8 54 57 1600
202 42 16 12 7 191 18 53 55 40
203 19 12 10 10 107 8 50 55 100
204 45 7 5 4 100 29 19 22 30
205 86 12 10 7 100 14 50 54 10
206 76 12 10 9 214 14 57 64 130
207 111 12 10 10 91 8 61 63 30
208 45 12 10 11 324 8 69 74 70
209 106 8 6 5 189 10 56 60 50
210 84 7 5 4 90 29 25 49 30
211 8 16 12 9 214 18 61 68 50
212 11 12 10 10 99 8 22 26 20
213 57 16 12 9 186 18 20 21 20
214 11 12 10 10 138 8 18 20 160
215 68 12 10 9 194 14 6 12 70
216 11 12 10 9 158 14 12 15 20
217 70 16 12 9 279 18 49 53 60
218 106 8 6 5 255 10 50 54 60
219 35 12 10 9 130 14 7 13 10
220 49 12 10 9 315 14 5 8 90
221 3 12 10 9 76 8 60 63 50
222 70 16 12 9 541 18 20 22 100
223 108 12 10 9 219 14 4 8 80
224 86 12 10 9 110 8 69 71 440
225 11 12 10 10 138 8 22 26 160
226 28 12 10 9 154 14 69 74 40
227 11 12 10 10 101 8 7 9 30
228 52 16 12 9 554 18 61 62 110
229 106 12 10 7 533 14 20 22 70
230 22 12 10 9 282 14 5 8 90
231 109 16 12 9 183 18 26 49 30
232 102 12 10 9 130 14 49 53 30
233 84 7 5 4 62 29 50 56 20
234 106 8 6 5 189 10 63 67 50
235 84 12 10 7 213 14 61 64 50
236 108 16 12 9 340 18 60 64 60
237 106 12 10 3 148 8 54 56 110
238 106 12 10 7 203 14 56 60 30
239 54 12 10 10 85 8 64 71 220
240 72 12 10 9 935 14 56 63 320
241 16 12 10 10 355 14 60 67 370
242 47 16 12 9 492 18 60 63 100
243 111 12 10 7 133 8 69 71 460
244 103 24 15 15 390 16 63 64 170
245 84 16 12 9 303 18 49 54 50
246 102 12 10 9 125 14 69 71 40
247 84 12 10 7 248 14 7 12 50
248 47 7 5 4 205 29 61 64 40
249 2 12 10 11 119 8 57 64 60
250 44 7 5 4 68 29 55 60 10
251 52 12 10 11 971 14 71 74 250
252 19 12 10 10 107 8 11 15 100
253 106 8 6 5 152 10 69 71 50
254 57 12 10 3 51 8 9 11 80
255 22 12 10 9 333 14 5 8 60
256 2 12 10 3 37 8 62 69 370
257 84 12 10 9 329 14 11 15 50
258 82 12 10 10 198 1 7 13 60
259 106 8 6 5 68 10 60 62 20
260 51 12 10 9 292 14 19 21 100
261 106 12 10 9 207 14 70 74 30
262 110 12 10 9 166 14 53 56 30
263 11 12 10 9 143 14 22 26 20
264 60 12 12 14 323 3 53 55 70
265 11 12 10 11 129 8 60 62 50
266 107 12 10 9 116 2 7 13 140
267 33 14 10 9 723 13 19 22 80
268 82 12 10 8 327 14 55 62 100
269 47 7 5 4 205 29 69 74 40
270 11 12 10 10 101 8 69 71 30
271 42 16 12 7 191 18 70 74 40
272 11 12 10 9 143 14 20 22 20
273 11 12 10 3 55 8 28 50 180
274 111 24 12 9 337 4 69 71 30
275 54 12 10 10 154 8 57 64 170
276 71 12 10 3 134 8 1 19 860
277 84 8 6 5 396 10 22 28 60
278 111 12 10 3 71 8 18 20 580
279 11 12 10 11 215 8 68 70 180
280 111 12 10 3 77 8 12 15 680
281 70 16 12 9 283 18 53 55 50
282 61 7 5 4 82 29 55 60 30
283 16 12 10 10 355 14 50 57 370
284 42 16 12 7 194 18 54 56 40
285 56 12 10 4 89 8 15 22 1560
286 108 12 10 9 208 14 26 50 40
287 106 8 6 5 94 10 19 21 20
288 82 12 10 10 198 1 11 19 60
289 51 12 10 9 221 14 64 68 110
290 71 12 10 3 134 8 25 61 860
291 106 12 10 7 214 14 13 18 60
292 57 12 10 10 105 8 15 18 60
293 14 12 10 9 940 14 28 53 420
294 84 12 10 3 28 8 20 26 400
295 11 12 10 9 143 14 11 13 20
296 38 16 12 12 157 18 19 21 30
297 106 12 10 7 367 14 12 15 50
298 102 12 10 9 124 14 68 70 60
299 106 8 6 5 91 10 18 20 20
300 59 12 10 7 442 8 69 74 2040
301 78 12 10 9 246 14 6 12 50
302 54 12 10 10 138 8 61 68 140
303 106 8 6 5 199 10 55 57 30
304 102 12 10 9 124 14 50 54 60
