nbObjets 1226
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 17 24 22 15 372 7 1 8 30
1 12 12 10 9 367 12 61 64 40
2 9 8 6 5 143 9 62 67 30
3 5 24 22 15 536 7 28 57 50
4 17 24 22 15 372 7 1 7 30
5 11 12 10 13 120 8 21 28 280
6 5 16 12 9 226 14 7 12 20
7 8 8 6 5 128 9 57 62 40
8 9 7 5 4 193 15 26 29 30
9 10 12 10 9 221 12 25 28 20
10 16 7 5 4 67 15 28 57 10
11 15 16 12 9 264 14 56 60 210
12 9 8 6 5 180 9 27 56 30
13 11 12 10 13 113 8 14 21 250
14 17 24 22 15 360 7 8 15 40
15 12 12 10 9 367 12 25 28 40
16 10 8 6 5 81 9 62 67 20
17 14 12 10 9 278 12 29 60 60
18 12 12 10 9 367 12 57 62 40
19 10 8 6 5 81 9 22 27 20
20 5 22 12 14 376 10 28 57 10
21 3 8 6 5 91 9 29 60 20
22 10 12 10 7 250 12 60 63 50
23 5 24 12 9 305 2 62 67 30
24 8 8 6 5 84 9 56 61 30
25 3 7 5 4 96 15 20 20 30
26 5 24 22 15 331 7 29 60 50
27 10 12 10 9 221 12 57 62 20
28 14 12 10 9 628 12 26 29 160
29 12 12 10 9 314 12 57 62 70
30 16 12 10 9 184 12 26 29 50
31 16 12 10 9 300 12 21 26 40
32 7 8 6 5 203 9 28 57 40
33 1 8 6 5 135 9 27 56 40
34 5 24 22 15 536 7 18 21 50
35 8 12 10 9 273 12 60 63 20
36 8 8 6 5 141 9 25 28 20
37 9 7 5 4 180 15 60 63 30
38 6 24 22 15 326 7 57 57 80
39 8 8 6 5 141 9 57 62 20
40 4 7 5 4 142 15 22 27 20
41 10 12 10 9 215 12 56 61 50
42 16 12 10 2 53 8 28 57 360
43 1 8 6 5 135 9 4 7 40
44 6 24 22 15 254 7 26 29 50
45 5 22 12 14 376 10 22 27 10
46 8 7 5 4 110 15 21 26 30
47 5 24 22 14 435 7 11 14 90
48 1 8 6 5 135 9 21 26 40
49 9 7 5 4 180 15 29 60 30
50 12 12 10 9 343 12 61 64 90
51 10 12 10 9 215 12 20 25 50
52 6 24 22 15 326 7 57 60 80
53 16 12 10 3 112 8 27 56 180
54 16 12 10 5 508 8 27 56 220
55 5 16 12 9 206 14 18 21 20
56 9 8 6 5 158 9 56 61 20
57 16 12 10 9 184 12 20 25 50
58 5 16 12 9 158 14 29 60 30
59 9 7 5 4 193 15 20 25 30
60 16 12 10 4 188 8 20 25 840
61 16 12 10 5 252 8 21 26 1080
62 5 12 10 9 123 12 8 13 20
63 1 8 6 5 135 9 25 28 40
64 9 12 10 9 308 12 60 63 30
65 7 8 6 5 203 9 22 27 40
66 5 16 12 9 230 14 62 67 40
67 8 12 10 3 51 8 27 54 760
68 9 16 12 9 370 14 29 60 90
69 7 8 6 5 111 9 57 62 30
70 8 12 10 3 49 8 62 67 1440
71 11 12 10 13 132 8 56 63 170
72 8 8 6 5 84 9 21 26 30
73 10 12 10 7 250 12 28 57 50
74 16 12 10 9 184 12 61 64 50
75 16 12 10 3 112 8 28 57 360
76 5 16 12 9 206 14 28 57 20
77 5 16 12 9 226 14 18 21 20
78 10 12 10 9 275 12 21 26 60
79 7 8 6 5 134 9 21 26 30
80 7 8 6 5 111 9 25 28 30
81 11 12 10 13 132 8 7 14 170
82 7 12 10 11 734 8 27 56 180
83 8 8 6 5 128 9 26 29 30
84 7 12 10 3 34 8 26 26 10
85 16 12 10 3 135 8 28 57 810
86 9 8 6 5 143 9 20 25 30
87 10 8 6 5 102 9 26 29 30
88 5 24 22 14 452 7 27 56 90
89 11 12 10 13 104 8 56 63 190
90 9 12 10 9 308 12 28 57 30
91 10 8 6 5 102 9 62 67 30
92 3 7 5 4 105 15 57 62 20
93 5 12 10 9 161 12 56 61 20
94 5 24 22 14 452 7 11 14 90
95 5 24 22 14 429 7 11 14 90
96 3 8 6 5 91 9 22 27 20
97 16 7 5 4 67 15 26 29 10
98 7 12 10 11 626 8 22 27 170
99 5 24 22 15 358 7 56 61 40
100 11 12 10 13 132 8 21 28 170
101 7 8 6 5 111 9 56 61 30
102 16 12 10 7 753 8 57 62 660
103 11 12 10 4 69 8 13 20 260
104 8 8 6 5 141 9 61 64 20
105 14 12 10 9 628 12 61 64 160
106 16 12 10 9 184 12 62 67 50
107 10 8 6 5 102 9 20 25 30
108 7 8 6 5 174 9 29 60 40
109 11 12 10 13 132 8 11 18 170
110 6 24 22 15 254 7 57 57 50
111 11 12 10 13 132 8 6 13 170
112 3 7 5 4 96 15 27 55 30
113 5 24 22 14 435 7 28 57 90
114 13 16 12 9 164 14 28 61 40
115 17 24 22 15 360 7 4 11 40
116 17 12 10 4 23 8 1 7 30
117 11 12 10 13 202 8 13 20 230
118 8 8 6 5 141 9 22 27 20
119 1 8 6 5 135 9 14 19 40
120 3 7 5 4 105 15 15 20 20
121 5 21 11 13 114 17 18 21 70
122 8 16 12 7 722 14 60 63 130
123 5 22 12 14 376 10 18 21 10
124 8 8 6 5 141 9 21 26 20
125 17 24 22 15 360 7 1 7 40
126 8 12 10 3 100 8 56 61 1900
127 16 12 10 6 301 8 57 62 1320
128 10 7 5 4 107 15 62 67 20
129 5 24 19 15 429 6 15 20 70
130 16 12 10 3 264 8 61 64 220
131 11 12 10 13 104 8 14 21 190
132 11 12 10 13 202 8 14 21 230
133 5 24 22 15 390 7 26 29 60
134 11 12 10 13 132 8 25 56 170
135 11 12 10 13 116 8 28 61 320
136 5 22 12 14 376 10 12 15 10
137 9 8 6 5 66 9 26 29 10
138 3 7 5 4 105 15 5 8 20
139 7 8 6 5 174 9 28 57 40
140 16 12 10 9 300 12 20 25 40
141 10 8 6 5 102 9 22 27 30
142 11 12 10 13 120 8 7 14 280
143 5 24 22 14 452 7 62 67 90
144 5 24 22 14 463 7 12 15 100
145 11 12 10 7 63 8 21 28 760
146 17 24 22 15 360 7 5 12 40
147 4 7 5 4 142 15 29 60 20
148 8 7 5 4 110 15 22 27 30
149 7 8 6 5 203 9 25 28 40
150 7 8 6 5 203 9 60 63 40
151 12 12 10 9 367 12 25 28 40
152 5 24 22 14 467 7 13 18 100
153 12 12 10 9 367 12 61 64 40
154 15 16 12 9 264 14 25 27 210
155 10 8 6 5 102 9 27 56 30
156 5 24 22 14 452 7 22 27 90
157 5 19 12 14 390 3 12 15 60
158 9 8 6 5 180 9 57 62 30
