nbCamions 407
Id_truck Arrival_time Length Width Height Max_weight Cost
0 22 135 25 28 25000 1500
1 11 135 25 28 25000 1500
2 75 135 25 28 25000 1500
3 5 135 25 28 24500 1500
4 22 135 25 28 25000 1500
5 17 135 25 28 24500 1500
6 25 135 25 26 25000 1500
7 65 135 25 26 25000 1500
8 58 135 25 28 24000 1500
9 52 135 25 26 25000 1500
10 57 135 25 28 24500 1500
11 10 135 25 28 25000 1500
12 10 135 25 28 25000 1500
13 75 135 25 26 24000 1500
14 10 135 25 28 25000 1500
15 53 135 25 28 25000 1500
16 53 135 25 28 25000 1500
17 22 135 25 26 24000 1500
18 57 135 25 26 24000 1500
19 66 135 25 26 25000 1500
20 26 135 25 26 25000 1500
21 25 135 25 26 25000 1500
22 18 135 25 28 24000 1500
23 9 135 25 26 25000 1500
24 54 135 25 28 25000 1500
25 66 135 25 29 24000 1500
26 26 135 25 29 24000 1500
27 65 135 25 26 25000 1500
28 67 135 25 26 24000 1500
29 68 135 25 28 25000 1500
30 50 135 25 28 24000 1500
31 25 135 25 26 25000 1500
32 9 135 25 26 25000 1500
33 9 135 25 26 25000 1500
34 5 135 25 28 25000 1500
35 52 135 25 29 24000 1500
36 74 135 25 28 25000 1500
37 17 135 25 28 25000 1500
38 75 135 25 28 24500 1500
39 17 135 25 28 25000 1500
40 75 135 25 28 25000 1500
41 11 135 25 28 25000 1500
42 17 135 25 26 24000 1500
43 22 135 25 28 25000 1500
44 53 135 25 26 24000 1500
45 57 135 25 28 25000 1500
46 52 135 25 26 25000 1500
47 23 135 25 28 24000 1500
48 71 135 25 26 25000 1500
49 71 135 25 26 25000 1500
50 57 135 25 28 25000 1500
51 68 135 25 28 25000 1500
52 68 135 25 28 25000 1500
53 60 135 25 26 25000 1500
54 60 135 25 26 25000 1500
55 52 135 25 26 25000 1500
56 19 135 25 28 25000 1500
57 19 135 25 28 25000 1500
58 52 135 25 28 24000 1500
59 78 135 25 28 25000 1500
60 12 135 25 29 24000 1500
61 60 135 25 28 25000 1500
62 75 135 25 28 25000 1500
63 73 135 25 29 24000 1500
64 24 135 25 28 24500 1500
65 58 135 25 26 25000 1500
66 68 135 25 26 25000 1500
67 16 135 25 28 24000 1500
68 18 135 25 26 25000 1500
69 51 135 25 28 24500 1500
70 54 135 25 26 25000 1500
71 54 135 25 26 25000 1500
72 18 135 25 26 25000 1500
73 9 135 25 28 24000 1500
74 54 135 25 26 24000 1500
75 18 135 25 29 24000 1500
76 73 135 25 28 25000 1500
77 61 135 25 29 24000 1500
78 68 135 25 26 24000 1500
79 25 135 25 28 24000 1500
80 22 135 25 28 24500 1500
81 25 135 25 28 25000 1500
82 67 135 25 29 24000 1500
83 66 135 25 26 25000 1500
84 15 135 25 28 25000 1500
85 15 135 25 28 25000 1500
86 50 135 25 28 25000 1500
87 72 135 25 28 24500 1500
88 66 135 25 28 24000 1500
89 73 135 25 26 25000 1500
90 26 135 25 26 25000 1500
91 60 135 25 26 25000 1500
92 54 135 25 28 25000 1500
93 73 135 25 28 24500 1500
94 68 135 25 26 25000 1500
95 78 135 25 28 24500 1500
96 60 135 25 28 24000 1500
97 72 135 25 28 25000 1500
98 15 135 25 28 24500 1500
99 59 135 25 29 24000 1500
100 10 135 25 28 24000 1500
101 22 135 25 26 25000 1500
102 52 135 25 29 24000 1500
103 68 135 25 28 24000 1500
104 22 135 25 26 25000 1500
105 72 135 25 28 25000 1500
106 59 135 25 28 25000 1500
107 58 135 25 28 25000 1500
108 52 135 25 26 24000 1500
109 61 135 25 28 24000 1500
