nbObjets 1529
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 16 12 10 9 867 3 71 76 2090
1 9 12 10 11 270 2 22 27 280
2 11 12 10 8 1117 1 7 25 190
3 7 16 12 9 527 4 18 25 160
4 4 12 10 6 592 2 15 20 610
5 17 16 12 9 412 4 28 57 130
6 9 12 10 8 845 2 11 11 880
7 10 7 5 4 426 5 19 61 120
8 6 12 10 8 1091 1 12 28 150
9 3 12 10 8 1671 1 13 13 240
10 17 16 12 9 412 4 56 61 130
11 17 16 12 9 412 4 22 27 130
12 17 16 12 9 411 4 8 13 140
13 16 12 10 9 867 3 18 21 2090
14 15 7 5 4 382 5 4 20 70
15 1 7 5 4 432 5 22 27 80
16 4 12 10 8 836 2 22 27 880
17 11 12 10 8 1046 1 28 70 180
18 17 7 5 4 156 5 61 64 120
19 1 7 5 4 401 5 70 75 80
20 15 7 5 4 388 5 4 20 80
21 1 12 10 8 1308 1 67 67 220
22 8 7 5 4 377 5 68 68 70
23 3 12 10 8 1594 1 60 76 240
24 11 7 5 4 427 5 1 14 90
25 17 16 12 9 419 4 61 64 130
26 5 12 10 8 1106 1 19 19 140
27 15 7 5 4 424 5 20 62 70
28 17 11 9 8 619 6 12 15 380
29 8 7 5 4 303 5 70 75 50
30 9 12 10 11 216 2 67 70 250
31 17 16 12 9 370 4 7 12 110
32 9 12 10 11 378 2 62 67 230
33 9 12 10 11 216 2 14 19 250
34 11 7 5 4 427 5 1 19 90
35 17 7 5 4 146 5 12 15 130
36 17 16 12 9 366 4 26 29 110
37 1 12 10 8 1380 1 81 81 220
38 11 7 5 4 427 5 1 18 90
39 16 12 10 9 867 3 22 27 2090
40 17 16 12 9 412 4 11 11 110
41 1 7 5 4 322 5 56 61 60
42 4 12 10 8 690 2 15 20 970
43 15 7 5 4 382 5 56 74 70
44 9 12 10 11 325 2 64 69 210
45 15 7 5 4 372 5 27 69 70
46 4 12 10 8 836 2 71 76 880
47 17 7 5 4 156 5 26 29 120
48 1 7 5 4 427 5 69 74 90
49 2 12 10 8 1167 1 69 69 220
50 1 7 5 4 430 5 64 69 70
51 17 16 12 9 366 4 64 69 110
52 17 16 12 9 419 4 26 29 130
53 15 12 10 6 754 2 25 67 520
54 17 16 12 9 412 4 18 21 130
55 9 12 10 11 270 2 7 12 280
56 17 16 12 9 370 4 56 61 110
57 9 12 10 11 489 2 60 63 450
58 17 16 12 9 366 4 20 25 110
59 9 12 10 11 341 2 71 76 350
60 15 7 5 4 424 5 63 81 70
61 1 12 10 8 1308 1 76 76 220
62 11 7 5 4 396 5 5 21 70
63 17 7 5 4 425 5 61 64 150
64 1 7 5 4 394 5 64 69 60
65 9 12 10 11 325 2 11 14 210
66 1 7 5 4 401 5 21 26 80
67 9 12 10 11 341 2 18 21 350
68 7 16 12 9 293 4 63 70 110
69 17 11 9 8 619 6 8 13 380
70 1 7 5 4 398 5 63 68 70
71 11 7 5 4 427 5 1 13 90
72 17 11 9 8 619 6 14 19 380
73 15 12 10 6 765 2 56 74 520
74 15 12 10 6 765 2 4 20 520
75 17 11 9 8 619 6 67 70 380
76 11 7 5 4 427 5 1 12 90
77 8 7 5 4 432 5 25 28 70
78 4 12 10 8 690 2 57 62 970
79 4 12 10 8 674 2 64 69 700
80 7 16 12 9 534 4 25 25 130
81 1 12 10 8 1670 1 18 18 240
82 11 12 10 8 1154 1 4 20 200
83 2 16 12 9 495 4 26 26 130
84 9 12 10 11 378 2 69 74 230
85 11 12 10 8 1046 1 19 61 180
86 17 16 12 9 370 4 11 14 110
87 11 7 5 4 427 5 21 63 90
88 8 7 5 4 376 5 60 63 70
89 11 7 5 4 405 5 7 25 80
90 17 7 5 4 146 5 18 21 130
91 7 16 12 9 483 4 56 63 140
92 6 12 10 8 1098 1 1 19 150
93 9 12 10 11 198 2 60 63 190
94 15 7 5 4 388 5 56 74 80
95 17 7 5 4 425 5 68 71 150
96 11 7 5 4 398 5 63 81 70
97 11 12 10 8 1154 1 5 21 200
98 11 7 5 4 360 5 11 27 60
99 7 16 12 9 293 4 70 77 110
100 9 12 10 11 198 2 29 60 190
101 9 12 10 11 325 2 27 56 210
102 3 12 10 8 1671 1 11 27 240
103 1 7 5 4 432 5 64 69 80
104 9 12 10 11 489 2 22 27 450
105 9 12 10 11 489 2 8 13 450
106 17 16 12 9 366 4 71 76 110
107 11 7 5 4 393 5 63 81 60
108 11 12 10 8 1046 1 61 77 180
109 17 7 5 4 156 5 15 20 120
110 16 16 12 9 377 4 26 26 160
111 9 12 10 11 198 2 76 81 190
112 14 16 12 9 464 4 8 26 130
113 11 7 5 4 427 5 27 69 90
114 17 16 12 9 370 4 18 21 110
115 6 12 10 8 1091 1 21 63 150
116 3 12 10 8 1671 1 57 75 240
117 17 7 5 4 146 5 56 61 130
118 17 11 9 8 619 6 28 57 380
119 4 12 10 6 632 2 57 62 1620
120 17 11 9 8 619 6 56 61 380
121 17 7 5 4 425 5 15 20 150
122 1 12 10 8 1380 1 60 60 220
123 16 12 10 9 867 3 11 14 2090
124 6 12 10 8 1098 1 18 60 150
125 17 16 12 9 412 4 28 57 110
126 4 12 10 6 592 2 57 62 610
127 3 12 10 8 1608 1 57 75 260
128 11 7 5 4 430 5 11 27 80
129 1 12 10 8 1380 1 11 11 220
130 9 12 10 11 216 2 25 28 250
131 17 16 12 9 412 4 27 56 110
132 10 7 5 4 429 5 19 61 80
133 9 12 10 11 381 2 15 20 230
134 4 12 10 8 783 2 15 20 660
135 9 12 10 11 325 2 74 77 210
136 9 12 10 11 270 2 11 14 280
137 1 12 10 8 1670 1 69 69 240
138 17 7 5 4 146 5 57 62 130
139 9 12 10 11 378 2 20 25 230
140 8 7 5 4 303 5 7 12 50
141 3 12 10 8 1594 1 7 25 240
142 17 16 12 9 419 4 13 18 130
143 17 7 5 4 156 5 68 71 120
144 16 16 12 9 377 4 56 56 160
145 17 7 5 4 156 5 13 18 120
146 17 16 12 9 366 4 75 78 110
147 17 16 12 9 419 4 68 71 130
148 7 16 12 9 293 4 74 81 110
149 17 16 12 9 366 4 70 75 110
150 11 7 5 4 263 5 19 61 70
151 11 7 5 4 405 5 11 27 80
152 3 12 10 8 1554 1 25 67 230
