nbObjets 10324
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 22 12 10 9 671 17 3 6 930
1 52 12 10 4 52 7 22 25 900
2 69 12 10 13 236 7 27 57 300
3 59 12 10 11 259 7 20 24 660
4 115 7 5 4 83 29 22 25 30
5 33 12 10 3 151 7 53 53 3420
6 39 12 10 9 181 17 20 24 210
7 36 12 10 4 52 7 16 19 2010
8 77 12 10 9 341 17 12 16 300
9 39 16 12 9 174 21 15 18 60
10 41 12 10 11 261 7 25 57 750
11 63 12 10 9 542 17 17 20 270
12 36 12 10 13 176 7 8 11 510
13 39 12 10 9 66 25 12 16 30
14 121 12 10 9 138 17 19 23 30
15 40 12 10 9 209 17 20 24 120
16 36 12 10 4 64 7 22 25 1890
17 36 12 10 13 192 7 20 24 7200
18 79 12 10 10 175 7 26 54 330
19 36 12 10 4 83 7 11 15 3060
20 20 12 10 9 357 17 19 23 1110
21 115 12 10 9 925 17 19 23 600
22 47 13 11 9 336 15 6 8 510
23 69 12 10 9 133 17 18 22 30
24 22 12 10 9 675 17 3 6 1020
25 69 12 10 9 152 17 9 12 60
26 32 12 10 4 35 7 18 22 810
27 93 12 10 9 422 17 24 27 1050
28 39 12 10 9 136 17 9 12 30
29 120 12 10 9 102 25 56 57 180
30 46 12 10 9 137 17 16 19 270
31 69 12 10 4 47 7 18 22 180
32 36 12 10 4 63 7 18 22 1890
33 36 12 10 4 73 7 13 17 4440
34 39 16 12 9 169 21 15 18 30
35 40 16 12 7 173 21 10 13 390
36 69 12 10 13 236 7 23 26 300
37 36 12 10 7 107 7 15 18 3780
38 115 7 5 4 166 29 20 24 90
39 36 12 10 13 196 7 16 19 7560
40 105 12 10 10 145 7 20 24 270
41 121 12 10 4 40 7 13 17 180
42 79 12 10 5 63 7 12 16 1200
43 69 12 10 9 148 17 19 23 30
44 38 12 10 7 91 7 3 9 1620
45 121 12 10 4 88 7 13 17 300
46 59 12 10 9 193 17 27 57 120
47 115 7 5 4 142 29 24 27 60
48 54 12 10 9 167 17 22 25 90
49 115 7 5 4 142 29 18 22 60
50 26 12 10 11 445 7 23 53 960
51 39 12 10 13 110 7 1 4 60
52 36 12 10 4 63 7 12 16 1920
53 67 12 10 9 317 17 20 26 270
54 74 12 10 7 283 17 12 16 90
55 123 12 10 11 616 7 12 15 1290
56 40 12 10 9 297 17 15 18 270
57 72 12 10 10 207 7 15 18 2070
58 120 12 10 9 106 25 23 26 210
59 36 12 10 4 78 7 9 12 6360
60 76 12 10 4 73 7 19 23 3000
61 72 12 10 10 207 7 8 11 2070
62 36 12 10 4 64 7 18 22 1890
63 92 17 10 13 830 23 4 8 360
64 36 12 10 13 192 7 9 12 7200
65 64 12 10 9 387 17 16 19 210
66 115 7 5 4 155 29 22 25 90
67 39 12 10 9 110 25 2 5 120
68 59 12 10 3 27 7 23 26 2940
69 39 12 10 9 89 25 19 23 90
70 44 12 10 3 33 7 22 25 1050
71 121 12 10 4 57 7 9 12 660
72 39 12 10 9 134 17 9 12 30
73 84 12 10 9 142 17 22 23 120
74 115 7 5 4 199 29 20 24 90
75 22 12 10 9 592 17 23 26 960
76 115 7 5 4 94 29 27 57 60
77 118 13 11 12 373 22 13 17 180
78 40 16 12 7 173 21 12 16 390
79 82 12 10 9 183 17 11 15 150
80 39 12 10 13 111 7 6 10 90
81 20 12 10 9 357 17 8 11 1110
82 111 12 10 9 81 25 5 9 90
83 39 16 12 9 193 21 22 25 30
84 39 12 10 7 102 7 9 12 1920
85 38 12 10 10 131 7 13 19 240
86 39 12 10 13 101 7 15 18 180
87 60 12 10 7 122 17 22 25 90
88 13 12 10 9 317 17 18 22 840
89 39 12 10 3 29 7 26 54 300
90 69 12 10 11 143 7 8 11 90
91 69 12 10 9 135 17 2 5 30
92 36 12 10 10 220 7 15 18 1530
93 36 12 10 4 70 7 15 18 2790
94 113 13 12 13 344 9 5 9 1020
95 69 12 10 9 133 17 12 16 30
96 78 11 11 12 220 33 27 57 180
97 121 12 10 4 66 7 13 17 720
98 69 12 10 9 201 17 8 11 180
99 115 7 5 4 328 29 19 23 120
100 120 12 10 9 106 25 24 27 210
101 106 12 10 7 1150 31 11 15 690
102 121 12 10 7 77 7 8 11 120
103 63 12 10 9 421 17 6 10 210
104 39 12 10 13 149 7 16 19 210
105 40 12 10 9 209 17 9 12 120
106 39 12 10 13 111 7 17 20 90
107 122 12 10 11 430 7 18 22 990
108 56 12 10 9 406 17 8 11 540
109 69 12 10 6 555 7 8 11 1860
110 66 12 10 6 353 7 24 54 660
111 121 12 10 13 135 7 10 13 240
112 101 13 11 13 318 22 12 16 330
113 30 12 10 4 71 7 12 18 1680
114 69 12 10 9 149 17 6 10 60
115 39 12 10 9 149 17 5 9 30
116 39 12 10 2 45 7 26 55 1260
117 84 12 10 9 142 17 54 57 120
118 47 13 11 9 336 15 11 12 510
119 69 12 10 9 140 17 6 10 90
120 45 16 12 9 351 21 9 12 480
121 113 13 12 13 329 9 9 12 510
122 64 12 10 9 387 17 17 20 210
123 69 12 10 9 134 17 9 12 30
124 36 12 10 4 77 7 15 18 2820
125 79 12 10 10 171 7 12 16 630
126 47 13 12 13 295 14 11 12 1140
127 115 7 5 4 118 29 22 25 60
128 69 12 10 13 155 7 20 24 60
129 40 12 10 10 126 7 6 10 120
130 99 12 10 10 92 7 10 16 210
131 39 12 10 13 156 7 16 19 150
132 43 11 11 6 101 28 23 26 2940
133 47 13 11 9 308 15 16 17 270
134 121 12 10 9 141 17 13 17 60
135 39 12 10 9 70 25 15 18 30
136 82 12 10 9 192 17 16 19 120
137 39 12 10 13 145 7 27 57 210
138 115 7 5 4 373 29 19 23 150
139 120 12 10 9 102 25 15 18 210
140 39 12 10 13 124 7 11 15 90
141 115 7 5 4 96 29 19 23 60
142 64 16 12 9 664 21 22 25 660
143 59 16 12 9 230 21 4 8 120
144 120 12 10 9 102 25 6 10 180
145 69 16 12 9 173 21 22 25 30
146 36 12 10 13 184 7 15 18 7560
147 36 12 10 4 61 7 9 12 1890
148 11 12 10 9 212 17 15 20 390
149 69 12 10 9 157 17 26 54 30
150 36 12 10 4 81 7 27 57 4440
151 36 12 10 4 62 7 23 26 1800
152 121 16 12 9 157 21 2 5 30
153 120 12 10 9 102 25 18 22 180
154 28 12 10 11 100 7 6 10 9000
155 60 12 10 9 253 17 15 18 150
156 40 12 10 11 186 7 5 9 480
157 40 16 12 9 119 26 5 9 150
158 69 12 10 13 200 7 19 23 60
159 47 13 11 9 308 15 11 12 270
160 69 12 10 13 234 7 18 22 150
161 43 12 10 2 29 7 16 19 20790
162 111 12 10 9 81 25 6 10 90
163 46 12 10 3 59 7 18 22 3360
164 22 12 10 9 646 17 8 11 990
165 39 16 12 9 169 21 23 26 30
166 123 12 10 11 696 7 5 8 1410
167 99 12 10 4 45 7 6 12 330
168 60 12 10 7 122 17 8 11 90
169 59 16 12 9 230 21 5 9 120
170 121 16 12 9 102 26 5 9 60
171 121 12 10 10 140 7 22 25 90
172 86 12 10 3 25 7 16 19 870
173 24 12 10 4 40 7 26 54 1080
174 69 12 10 4 22 7 20 24 270
175 67 12 10 9 297 17 13 19 240
176 60 12 10 9 253 17 19 23 150
177 76 12 10 4 69 7 23 26 750
178 117 12 10 5 458 7 11 11 4830
179 76 12 10 7 134 7 12 16 5100
180 76 12 10 4 83 7 19 23 510
181 121 12 10 5 83 7 3 6 1620
182 69 12 10 13 205 7 2 5 90
183 28 12 10 10 146 7 20 24 1920
184 115 12 10 9 301 17 22 25 90
185 39 16 12 9 178 21 6 10 60
186 24 12 10 4 62 7 9 12 2280
187 39 12 10 9 137 17 1 4 30
188 60 12 10 9 243 17 9 12 240
189 36 12 10 4 104 7 11 15 2640
190 22 12 10 9 645 17 15 18 1020
191 34 12 10 5 383 7 9 9 27270
192 8 13 9 12 369 36 22 22 390
193 121 12 10 10 122 7 4 8 240
194 69 16 12 9 173 21 6 10 30
195 1 19 12 7 218 2 12 16 360
196 54 12 10 9 161 17 15 18 150
197 39 12 10 9 110 25 20 24 120
198 79 12 10 10 176 7 16 19 630
199 99 12 10 10 92 7 20 26 630
200 79 12 10 3 57 7 5 9 510
201 46 12 10 11 254 7 11 15 1020
