nbCamions 1509
Id_truck Arrival_time Length Width Height Max_weight Cost
0 68 135 25 29 28000 1500
1 69 135 25 30 25000 1500
2 60 135 25 30 25000 1500
3 57 135 25 30 25000 1500
4 60 135 25 30 25000 1500
5 74 135 25 30 25000 1500
6 13 135 25 30 24000 1500
7 27 135 25 30 25000 1500
8 49 135 25 28 25000 1500
9 21 135 25 29 24000 1500
10 63 135 25 30 25000 1500
11 15 135 25 30 25000 1500
12 69 135 25 31 24000 1500
13 55 135 25 30 25000 1500
14 70 135 25 30 25000 1500
15 62 135 25 30 25000 1500
16 62 135 25 30 25000 1500
17 70 135 25 28 25000 1500
18 9 135 25 30 25000 1500
19 62 135 25 30 25000 1500
20 67 135 25 30 24000 1500
21 26 135 25 30 25500 1500
22 27 135 25 30 24000 1500
23 28 135 25 30 25000 1500
24 28 135 25 30 25000 1500
25 28 135 25 30 25000 1500
26 74 135 25 30 25000 1500
27 50 135 25 30 25000 1500
28 28 135 25 30 25000 1500
29 22 135 25 30 25000 1500
30 12 135 25 30 25000 1500
31 25 135 25 30 24000 1500
32 54 135 25 28 25000 1500
33 27 135 25 30 24000 1500
34 21 135 25 30 25500 1500
35 64 135 25 29 25000 1500
36 61 135 25 30 25000 1500
37 11 135 25 30 25000 1500
38 15 135 25 30 25000 1500
39 64 135 25 29 25000 1500
40 67 135 25 30 25000 1500
41 62 135 25 28 25000 1500
42 27 135 25 30 24000 1500
43 53 135 25 30 25000 1500
44 54 135 25 30 25000 1500
45 27 135 25 29 25000 1500
46 19 135 25 30 25000 1500
47 49 135 25 30 28000 1500
48 53 135 25 30 25000 1500
49 54 135 25 30 25000 1500
50 53 135 25 30 25000 1500
51 53 135 25 30 25000 1500
52 53 135 25 30 25000 1500
53 53 135 25 30 25000 1500
54 27 135 25 29 25000 1500
55 49 135 25 29 25000 1500
56 71 135 25 30 25000 1500
57 11 135 25 30 25500 1500
58 20 135 25 30 25000 1500
59 9 135 25 29 24000 1500
60 20 135 25 30 24000 1500
61 60 135 25 29 25000 1500
62 57 135 25 29 24000 1500
63 57 135 25 30 24000 1500
64 49 135 25 30 25500 1500
65 61 135 25 30 25000 1500
66 13 135 25 30 25500 1500
67 15 135 25 31 24000 1500
68 57 135 25 29 28000 1500
69 55 135 25 29 28000 1500
70 55 135 25 30 24000 1500
71 62 135 25 30 25000 1500
72 70 135 25 30 25500 1500
73 11 135 25 28 25000 1500
74 19 135 25 29 25000 1500
75 68 135 25 28 28000 1500
76 53 135 25 30 24000 1500
77 53 135 25 30 24000 1500
78 8 135 25 30 25000 1500
79 28 135 25 30 25000 1500
80 18 135 25 30 24000 1500
81 63 135 25 30 25000 1500
82 54 135 25 29 24000 1500
83 21 135 25 29 26000 1500
84 20 135 25 30 25000 1500
85 53 135 25 30 25000 1500
86 68 135 25 29 26000 1500
87 26 135 25 29 28000 1500
88 53 135 25 30 25000 1500
89 15 135 25 30 28000 1500
90 67 135 25 30 25000 1500
91 70 135 25 29 25000 1500
92 22 135 25 29 24000 1500
93 62 135 25 30 24000 1500
94 60 135 25 30 25000 1500
95 22 135 25 30 25000 1500
96 57 135 25 30 25000 1500
97 22 135 25 29 24000 1500
98 25 135 25 30 25000 1500
99 13 135 25 30 25000 1500
100 12 135 25 30 25000 1500
101 12 135 25 30 25000 1500
102 57 135 25 30 25000 1500
103 19 135 25 28 25000 1500
104 15 135 25 30 25000 1500
105 74 135 25 30 28000 1500
106 63 135 25 30 28000 1500
107 62 135 25 30 24000 1500
108 25 135 25 30 25000 1500
109 55 135 25 30 25000 1500
110 61 135 25 30 25000 1500
111 71 135 25 30 25000 1500
112 50 135 25 30 25000 1500
113 22 135 25 29 24000 1500
114 63 135 25 30 25500 1500
115 13 135 25 30 25000 1500
116 25 135 25 30 25000 1500
117 15 135 25 30 25000 1500
118 62 135 25 30 25000 1500
119 18 135 25 30 25000 1500
120 64 135 25 30 25000 1500
121 54 135 25 30 25000 1500
122 8 135 25 30 25000 1500
123 12 135 25 30 24000 1500
124 68 135 25 30 25500 1500
125 53 135 25 30 24000 1500
126 25 135 25 30 24000 1500
127 20 135 25 30 25000 1500
128 56 135 25 30 25500 1500
129 70 135 25 28 28000 1500
130 63 135 25 29 24000 1500
131 70 135 25 30 28000 1500
132 27 135 25 29 24000 1500
133 54 135 25 28 28000 1500
134 62 135 25 30 25000 1500
135 74 135 25 30 25000 1500
136 20 135 25 30 25000 1500
137 74 135 25 30 25000 1500
138 20 135 25 30 24000 1500
139 69 135 25 30 25000 1500
140 13 135 25 29 25000 1500
141 71 135 25 30 25000 1500
142 63 135 25 28 28000 1500
143 11 135 25 30 28000 1500
144 12 135 25 30 24000 1500
145 20 135 25 28 25000 1500
146 68 135 25 29 24000 1500
147 9 135 25 29 25000 1500
148 8 135 25 30 25000 1500
149 49 135 25 30 25000 1500
150 71 135 25 30 25000 1500
151 22 135 25 30 24000 1500
152 27 135 25 29 24000 1500
153 27 135 25 29 24000 1500
154 9 135 25 29 25000 1500
155 74 135 25 30 25000 1500
156 71 135 25 30 24000 1500
157 19 135 25 30 25000 1500
158 71 135 25 30 25000 1500
159 61 135 25 30 25000 1500
160 56 135 25 29 24000 1500
161 22 135 25 29 25000 1500
162 20 135 25 30 25000 1500
163 28 135 25 30 28000 1500
164 55 135 25 30 25000 1500
165 8 135 25 30 25000 1500
166 67 135 25 30 25000 1500
167 67 135 25 30 24000 1500
168 64 135 25 30 25000 1500
169 28 135 25 30 24000 1500
170 67 135 25 30 25000 1500
171 56 135 25 30 25000 1500
172 12 135 25 30 25000 1500
173 57 135 25 30 25000 1500
174 15 135 25 30 25000 1500
175 28 135 25 30 28000 1500
176 62 135 25 30 25000 1500
177 27 135 25 29 28000 1500
