nbCamions 1269
Id_truck Arrival_time Length Width Height Max_weight Cost
0 10 135 25 26 24000 1500
1 4 135 25 30 24000 1500
2 12 135 25 29 24000 1500
3 4 135 25 30 24000 1500
4 17 135 25 26 24000 1500
5 16 135 25 30 24000 1500
6 16 135 25 30 24000 1500
7 18 135 25 29 24000 1500
8 11 135 25 30 24000 1500
9 18 135 25 30 24000 1500
10 11 135 25 30 24000 1500
11 57 135 25 29 24000 1500
12 16 135 25 30 24000 1500
13 16 135 25 30 24000 1500
14 16 135 25 30 24000 1500
15 5 135 25 29 24000 1500
16 5 135 25 29 24000 1500
17 17 135 25 29 24000 1500
18 16 135 25 30 24000 1500
19 17 135 25 29 24000 1500
20 16 135 25 30 24000 1500
21 17 135 25 29 24000 1500
22 23 135 25 28 24000 1500
23 4 135 25 30 24000 1500
24 23 135 25 29 24000 1500
25 4 135 25 30 24000 1500
26 4 135 25 30 24000 1500
27 16 135 25 30 24000 1500
28 16 135 25 30 24000 1500
29 16 135 25 30 24000 1500
30 16 135 25 30 24000 1500
31 4 135 25 30 24000 1500
32 4 135 25 30 24000 1500
33 4 135 25 30 24000 1500
34 4 135 25 30 24000 1500
35 16 135 25 29 24000 1500
36 22 135 25 29 24000 1500
37 18 135 25 28 24000 1500
38 57 135 25 26 24000 1500
39 10 135 25 28 24000 1500
40 57 135 25 28 24000 1500
41 20 135 25 29 24000 1500
42 10 135 25 29 24000 1500
43 53 135 25 26 24000 1500
44 53 135 25 26 24000 1500
45 57 135 25 29 24000 1500
46 20 135 25 29 24000 1500
47 26 135 25 28 24000 1500
48 23 135 25 30 24000 1500
49 26 135 25 28 24000 1500
50 26 135 25 29 24000 1500
51 16 135 25 28 24000 1500
52 55 135 25 30 24000 1500
53 26 135 25 29 24000 1500
54 17 135 25 30 24000 1500
55 53 135 25 29 24000 1500
56 54 135 25 29 24000 1500
57 15 135 25 30 24000 1500
58 9 135 25 28 24000 1500
59 24 135 25 30 24000 1500
60 24 135 25 30 24000 1500
61 23 135 25 29 24000 1500
62 8 135 25 30 24000 1500
63 8 135 25 30 24000 1500
64 24 135 25 31 24000 1500
65 10 135 25 29 24000 1500
66 20 135 25 28 24000 1500
67 22 135 25 30 24000 1500
68 24 135 25 29 24000 1500
69 57 135 25 26 24000 1500
70 19 135 25 29 24000 1500
71 25 135 25 29 24000 1500
72 53 135 25 29 24000 1500
73 25 135 25 28 24000 1500
74 13 135 25 29 24000 1500
75 8 135 25 30 24000 1500
76 11 135 25 29 24000 1500
77 11 135 25 29 24000 1500
78 54 135 25 30 24000 1500
79 11 135 25 29 24000 1500
80 54 135 25 30 24000 1500
81 15 135 25 29 24000 1500
82 53 135 25 29 24000 1500
83 54 135 25 30 24000 1500
84 54 135 25 30 24000 1500
85 8 135 25 30 24000 1500
86 8 135 25 30 24000 1500
87 16 135 25 29 24000 1500
88 19 135 25 29 24000 1500
89 8 135 25 30 24000 1500
90 24 135 25 26 24000 1500
91 54 135 25 30 24000 1500
92 54 135 25 30 24000 1500
93 54 135 25 30 24000 1500
94 54 135 25 30 24000 1500
95 54 135 25 30 24000 1500
96 54 135 25 30 24000 1500
97 54 135 25 30 24000 1500
98 10 135 25 30 24000 1500
99 27 135 25 26 24000 1500
100 57 135 25 29 24000 1500
101 22 135 25 26 24000 1500
102 57 135 25 29 24000 1500
103 22 135 25 29 24000 1500
104 17 135 25 29 24000 1500
105 18 135 25 29 24000 1500
106 9 135 25 30 24000 1500
107 9 135 25 30 24000 1500
108 26 135 25 26 24000 1500
109 54 135 25 29 24000 1500
110 54 135 25 29 24000 1500
111 22 135 25 29 24000 1500
112 19 135 25 31 24000 1500
113 16 135 25 28 24000 1500
