nbCamions 913
Id_truck Arrival_time Length Width Height Max_weight Cost
0 16 135 25 29 24000 1500
1 9 135 25 30 24000 1500
2 8 135 25 30 25000 1500
3 61 135 25 29 24000 1500
4 26 135 25 30 24000 1500
5 64 135 25 26 24000 1500
6 16 135 25 26 25000 1500
7 50 135 25 26 24000 1500
8 57 135 25 26 25000 1500
9 57 135 25 26 25000 1500
10 53 135 25 29 24000 1500
11 57 135 25 26 25000 1500
12 65 135 25 30 24000 1500
13 64 135 25 30 25000 1500
14 15 135 25 29 24000 1500
15 64 135 25 26 24000 1500
16 12 135 25 26 24000 1500
17 8 135 25 26 24000 1500
18 57 135 25 26 25000 1500
19 5 135 25 28 28000 1500
20 51 135 25 30 24000 1500
21 71 135 25 30 25000 1500
22 5 135 25 28 28000 1500
23 17 135 25 28 28000 1500
24 64 135 25 26 24000 1500
25 46 135 25 28 28000 1500
26 68 135 25 29 25000 1500
27 51 135 25 26 24000 1500
28 46 135 25 26 24000 1500
29 59 135 25 30 24000 1500
30 16 135 25 29 24000 1500
31 60 135 25 30 25000 1500
32 4 135 25 26 25000 1500
33 67 135 25 30 25000 1500
34 59 135 25 28 28000 1500
35 59 135 25 26 24000 1500
36 8 135 25 28 28000 1500
37 52 135 25 30 25000 1500
38 17 135 25 29 24000 1500
39 9 135 25 29 25000 1500
40 16 135 25 29 24000 1500
41 59 135 25 26 24000 1500
42 26 135 25 30 25000 1500
43 61 135 25 26 24000 1500
44 59 135 25 28 28000 1500
45 17 135 25 26 24000 1500
46 59 135 25 30 25000 1500
47 58 135 25 29 24000 1500
48 66 135 25 30 25000 1500
49 8 135 25 28 28000 1500
50 25 135 25 26 24000 1500
51 60 135 25 29 25000 1500
52 52 135 25 30 24000 1500
53 50 135 25 30 25000 1500
54 24 135 25 26 25000 1500
55 24 135 25 26 25000 1500
56 9 135 25 29 25000 1500
57 25 135 25 26 24000 1500
58 16 135 25 30 25000 1500
59 67 135 25 26 24000 1500
60 17 135 25 26 24000 1500
61 66 135 25 26 25000 1500
62 66 135 25 26 24000 1500
63 67 135 25 26 24000 1500
64 68 135 25 29 24000 1500
65 18 135 25 30 24000 1500
66 5 135 25 26 24000 1500
67 17 135 25 26 24000 1500
68 23 135 25 26 24000 1500
69 50 135 25 29 24000 1500
70 65 135 25 29 25000 1500
71 67 135 25 30 24000 1500
72 17 135 25 30 24000 1500
73 50 135 25 29 24000 1500
74 45 135 25 29 24000 1500
75 50 135 25 29 24000 1500
76 15 135 25 29 24000 1500
77 12 135 25 29 24000 1500
78 23 135 25 26 25000 1500
79 17 135 25 29 25000 1500
80 47 135 25 30 24000 1500
81 68 135 25 29 24000 1500
82 67 135 25 26 25000 1500
83 12 135 25 26 25000 1500
84 46 135 25 28 28000 1500
85 54 135 25 26 25000 1500
86 65 135 25 30 25000 1500
87 44 135 25 30 24000 1500
88 51 135 25 28 28000 1500
89 8 135 25 26 24000 1500
90 51 135 25 28 28000 1500
91 24 135 25 30 24000 1500
92 51 135 25 28 28000 1500
93 22 135 25 28 28000 1500
94 58 135 25 29 24000 1500
95 60 135 25 29 24000 1500
96 22 135 25 30 25000 1500
97 25 135 25 30 25000 1500
98 46 135 25 28 28000 1500
99 46 135 25 28 28000 1500
100 57 135 25 30 24000 1500
101 44 135 25 26 25000 1500
102 54 135 25 30 24000 1500
103 58 135 25 30 25000 1500
104 58 135 25 29 24000 1500
105 9 135 25 29 24000 1500
106 59 135 25 26 24000 1500
107 64 135 25 30 24000 1500
108 58 135 25 29 24000 1500
109 46 135 25 26 24000 1500
110 47 135 25 28 28000 1500
111 47 135 25 28 28000 1500
112 46 135 25 30 24000 1500
113 19 135 25 29 24000 1500
114 15 135 25 26 25000 1500
115 16 135 25 28 28000 1500
116 9 135 25 28 28000 1500
117 15 135 25 26 25000 1500
118 15 135 25 26 25000 1500
119 15 135 25 26 25000 1500
120 65 135 25 29 24000 1500
121 16 135 25 28 28000 1500
122 67 135 25 28 28000 1500
123 16 135 25 28 28000 1500
124 44 135 25 30 25000 1500
125 50 135 25 26 25000 1500
126 23 135 25 29 24000 1500
127 18 135 25 29 25000 1500
128 23 135 25 29 25000 1500
129 19 135 25 30 24000 1500
130 60 135 25 28 28000 1500
131 22 135 25 28 28000 1500
132 60 135 25 28 28000 1500
133 60 135 25 28 28000 1500
134 25 135 25 26 25000 1500
135 24 135 25 29 24000 1500
136 52 135 25 26 24000 1500
137 52 135 25 28 28000 1500
138 44 135 25 29 25000 1500
139 71 135 25 26 25000 1500
140 22 135 25 30 24000 1500
141 44 135 25 26 24000 1500
142 19 135 25 26 25000 1500
143 10 135 25 26 25000 1500
144 10 135 25 26 25000 1500
145 25 135 25 26 25000 1500
146 25 135 25 26 25000 1500
147 22 135 25 30 24000 1500
148 25 135 25 26 25000 1500
149 23 135 25 30 25000 1500
150 51 135 25 30 25000 1500
151 45 135 25 26 24000 1500
152 52 135 25 29 24000 1500
153 66 135 25 30 24000 1500
154 58 135 25 26 24000 1500
155 17 135 25 29 24000 1500
156 68 135 25 28 28000 1500
157 53 135 25 26 25000 1500
158 46 135 25 29 24000 1500
159 17 135 25 30 24000 1500
160 58 135 25 26 24000 1500
161 51 135 25 29 25000 1500
162 18 135 25 29 24000 1500
163 15 135 25 30 24000 1500
164 26 135 25 29 25000 1500
165 9 135 25 28 28000 1500
166 60 135 25 28 28000 1500
167 17 135 25 28 28000 1500
168 51 135 25 28 28000 1500
169 22 135 25 26 24000 1500
170 51 135 25 30 24000 1500
171 5 135 25 28 28000 1500
172 17 135 25 30 25000 1500
173 5 135 25 30 25000 1500
174 51 135 25 28 28000 1500
175 12 135 25 28 28000 1500
176 51 135 25 29 24000 1500
177 16 135 25 26 24000 1500
178 47 135 25 29 24000 1500
179 12 135 25 30 25000 1500
180 24 135 25 26 25000 1500
181 16 135 25 26 24000 1500
182 10 135 25 30 24000 1500
183 9 135 25 30 25000 1500
184 54 135 25 26 25000 1500
185 71 135 25 30 24000 1500
186 65 135 25 29 25000 1500
187 68 135 25 30 24000 1500
188 52 135 25 29 25000 1500
189 19 135 25 26 25000 1500
190 67 135 25 28 28000 1500
191 8 135 25 30 24000 1500
192 59 135 25 29 24000 1500
193 22 135 25 26 24000 1500
194 23 135 25 29 24000 1500
195 10 135 25 30 24000 1500
196 9 135 25 28 28000 1500
197 71 135 25 26 25000 1500
198 9 135 25 28 28000 1500
199 58 135 25 26 25000 1500
200 47 135 25 26 24000 1500
201 46 135 25 30 25000 1500
202 53 135 25 30 24000 1500
203 58 135 25 26 25000 1500
204 61 135 25 30 24000 1500
205 25 135 25 26 25000 1500
206 22 135 25 26 24000 1500
207 12 135 25 30 24000 1500
208 18 135 25 29 25000 1500
209 60 135 25 29 25000 1500
210 60 135 25 30 24000 1500
211 52 135 25 26 24000 1500
212 57 135 25 26 25000 1500
213 8 135 25 30 24000 1500
214 47 135 25 30 25000 1500
215 17 135 25 28 28000 1500
216 26 135 25 29 24000 1500
217 26 135 25 29 24000 1500
218 65 135 25 30 25000 1500
219 64 135 25 28 28000 1500
220 59 135 25 28 28000 1500
221 59 135 25 29 25000 1500
222 46 135 25 29 24000 1500
223 68 135 25 28 28000 1500
224 68 135 25 30 25000 1500
225 46 135 25 30 25000 1500
226 59 135 25 30 24000 1500
227 50 135 25 26 25000 1500
