nbObjets 12040
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
0 38 12 10 10 200 19 57 64 240
1 54 12 10 9 393 26 18 21 90
2 19 12 10 4 49 19 6 11 180
3 99 24 12 6 272 5 57 62 90
4 73 12 12 14 349 3 20 25 30
5 51 16 12 10 342 8 18 20 40
6 73 16 12 14 373 8 56 61 60
7 51 7 5 4 83 40 20 22 20
8 57 22 14 9 550 29 54 57 200
9 13 12 10 5 67 19 13 18 160
10 42 12 10 7 205 19 19 26 630
11 47 21 13 9 159 39 22 27 40
12 30 12 10 10 78 19 61 64 80
13 16 11 10 9 306 2 19 22 200
14 35 12 10 10 318 19 15 20 140
15 126 12 10 9 304 26 26 29 40
16 71 12 10 7 183 19 20 22 540
17 57 12 10 2 208 19 20 25 290
18 62 16 12 9 252 30 28 56 40
19 126 12 10 9 292 26 28 54 40
20 19 12 10 9 149 26 57 62 130
21 51 8 6 5 60 20 13 18 10
22 8 24 12 9 391 5 60 63 70
23 126 16 12 9 392 30 26 29 60
24 19 12 10 9 149 26 13 19 20
25 15 12 10 9 85 34 60 62 150
26 37 12 10 9 161 26 29 55 20
27 73 12 10 7 239 26 8 13 80
28 19 12 10 9 144 26 6 11 30
29 73 16 12 7 418 30 6 11 70
30 28 11 9 6 162 48 56 60 400
31 74 12 10 9 407 26 26 54 40
32 124 16 11 10 568 21 22 29 370
33 18 12 10 4 45 19 12 15 50
34 120 12 10 6 78 41 18 21 170
35 51 12 10 7 544 26 63 67 140
36 114 12 10 10 164 41 63 67 810
37 98 12 10 9 134 26 25 28 20
38 19 12 10 7 108 26 20 25 10
39 73 7 5 4 106 40 57 62 20
40 51 12 10 9 419 26 61 63 120
41 101 12 10 3 134 19 57 62 230
42 73 12 10 9 351 26 28 54 70
43 99 24 12 6 272 5 57 62 90
44 126 12 10 7 279 26 60 63 40
45 51 14 12 14 315 18 7 11 30
46 28 11 9 7 42 43 11 13 690
47 97 16 12 9 239 30 62 67 40
48 122 12 10 11 430 19 20 25 300
49 42 12 10 9 117 26 21 28 70
50 126 12 10 9 343 26 13 19 80
51 19 24 16 15 318 24 57 62 100
52 27 12 10 9 225 26 13 19 40
53 55 12 10 4 92 19 20 22 150
54 77 12 10 9 167 26 4 7 30
55 98 12 10 9 142 26 7 12 20
56 120 12 10 6 94 41 20 25 250
57 51 7 5 4 126 40 28 53 30
58 100 12 10 3 58 19 56 61 90
59 73 7 5 4 105 40 57 62 60
60 38 12 10 9 157 26 29 57 20
61 55 12 10 3 86 19 12 15 60
62 51 7 5 4 79 40 53 55 20
63 21 12 8 9 160 9 57 64 170
64 126 12 10 9 388 26 13 19 50
